CVE_SUC,NOM_SUC,CVE_ZONA,NOM_ZONA,CVE_COORD,NOM_COORD
456,SUC. LAS ANIMAS,9933,D DIV RB  SUR,5218,S01 - PUEBLA
457,SUC. MIRAMAR,9932,D DIV RB  SUR,8619,S09 - TAMPICO-VICTORIA
458,SUC. TEPIC INSURGENTES,6150,D DIV RB OCCIDENTE,6050,O04 -GUADALAJARA
460,SUC. CUMBRES CENTRO,9932,D DIV RB NORTE,8003,N02 - MONTERREY 2
461,SUC. CD.SERDAN,9933,D DIV RB  SUR,5223,S02 - PUEBLA
462,SUC. TEPEACA,9933,D DIV RB  SUR,5223,S02 - PUEBLA
463,SUC.PLAZA SAN PEDRO,9933,D DIV RB  SUR,5223,S02 - PUEBLA
464,SUC. CHAPALITA,6150,D DIV RB OCCIDENTE,6135,O01 - GUADALAJARA
467,SUC. SAN JUAN BOSCO,6150,D DIV RB OCCIDENTE,6056,O02 - GUADALAJARA
470,SUC. PLAZA SAN XAVIER,9931,D DIV RB CENTRO,6210,C05 - S.L.P
471,SUC.CAMPESTRE,9931,D DIV RB CENTRO,6609,C04 - GUANAJUATO
473,SUC. 20 DE NOVIEMBRE,9932,D DIV RB NORTE,7903,N11 - DURANGO
474,SUC. PLAZA IMAGEN,9932,D DIV RB NORTE,8727,N09 - TORREON
477,SUC. STELITE,6777,D DIV  RB NOROESTE,7009,NO04 - HERMOSILLO
478,SUC. PLAZA MAYOR,9931,D DIV RB CENTRO,6204,C01 - LEON
479,SUC. JARDINES LINDA VISTA,9932,D DIV RB NORTE,8150,N01 - MONTERREY 1
480,SUC. NUEVA LINDAVISTA,9932,D DIV RB NORTE,8150,N01 - MONTERREY 1
482,SUC.LA MARGARITA,9933,D DIV RB  SUR,5223,S02 - PUEBLA
483,SUC. SAN ISIDRO (SALTILLO),9932,D DIV RB NORTE,8210,N10 - SALTILLO
485,SUC. PASEO URUAPAN,6150,D DIV RB OCCIDENTE,6526,O07 - MORELIA
488,SUC. SANTA MONICA,9934,D DIV RB METRO NORTE,5238,MN07 - CUAUTITLAN
492,SUC.EDUARDO MOLINA,9934,D DIV RB METRO NORTE,5206,MN06 - LINDAVISTA
493,SUC.RIO CHURUBUSCO,4831,D DIV RB METRO SUR,5226,MS10 - AEROPUERTO
494,SUC.CTRO.COMERCIAL SANTACRUZ,9934,D DIV RB METRO NORTE,5205,MN04 - SATELITE
496,SUC. DOMINGO DIEZ,4831,D DIV RB METRO SUR,5814,MS06 - MORELOS
497,SUC. ROSALES,9934,D DIV RB METRO NORTE,5224,MN05 - CONDESA ROMA
498,SUC.LUCAS ALAMAN,4831,D DIV RB METRO SUR,5202,MS02 - CENTRO
499,SUC. PERITLALPAN,4831,D DIV RB METRO SUR,5214,MS05 - PEDREGAL
501,SUC. JARDINES DE GUADALUPE,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA
504,SUC. BELISARIO DOMINGUEZ,6150,D DIV RB OCCIDENTE,6135,O01 - GUADALAJARA
506,SUC. SAN PEDRO,4831,D DIV RB METRO SUR,5230,MS01 - ALTAVISTA
507,SUC.TECNOLOGICO,9932,D DIV RB NORTE,8011,N04 - MONTERREY 4
509,SUC. ACAPULCO DORADO,9933,D DIV RB  SUR,5225,S08 - GUERRERO
511,SUC. MAZARIK,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA
512,SUC.REVOLUCION,4831,D DIV RB METRO SUR,5212,MS08 - COYOACAN
513,SUC. BAHIA DE STA.BARBARA,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA
523,SUC. CENTRO SAN NICOLAS,9932,D DIV RB NORTE,8039,N03 - MONTERREY 3
524,SUC.SAN JUAN (TOLUCA),9934,D DIV RB METRO NORTE,5207,MN01 - TOLUCA
529,SUC. BOSQUES DEL VALLE,9932,D DIV RB NORTE,8003,N02 - MONTERREY 2
533,SUC. STA.CATARINA,9932,D DIV RB NORTE,8003,N02 - MONTERREY 2
537,SUC. FELIX CUEVAS,4831,D DIV RB METRO SUR,5231,MS03 - FELIX CUEVAS
538,SUC. LOS ARCOS,9932,D DIV RB  SUR,8619,S09 - TAMPICO-VICTORIA
542,SUC. BOUTURINI,4831,D DIV RB METRO SUR,5202,MS02 - CENTRO
543,SUC. HERRADURA,9934,D DIV RB METRO NORTE,5235,MN03 - SANTA FE
544,SUC. TULANCINGO,9934,D DIV RB CENTRO,5908,C06 - PACHUCA
547,SUC.TAXQUENA,4831,D DIV RB METRO SUR,5212,MS08 - COYOACAN
548,SUC. COLINAS DEL SUR,4831,D DIV RB METRO SUR,5230,MS01 - ALTAVISTA
551,SUC. TEZOZOMOC,9934,D DIV RB METRO NORTE,5206,MN06 - LINDAVISTA
556,SUC. PEDREPLAZA,4831,D DIV RB METRO SUR,5214,MS05 - PEDREGAL
558,SUC. DEL VALLE,4831,D DIV RB METRO SUR,5231,MS03 - FELIX CUEVAS
559,SUC. LUIS CABRERA,4831,D DIV RB METRO SUR,5214,MS05 - PEDREGAL
560,SUC. GLORIETA COLON (TOLUCA),9934,D DIV RB METRO NORTE,5207,MN01 - TOLUCA
561,SUC. DESIERTO DE LOS LEONES,4831,D DIV RB METRO SUR,5230,MS01 - ALTAVISTA
563,SUC. PLAZA SUR,4831,D DIV RB METRO SUR,5214,MS05 - PEDREGAL
565,SUC.INDUSTRIAL VALLEJO,9934,D DIV RB METRO NORTE,5206,MN06 - LINDAVISTA
566,SUC. PANTITLAN,4831,D DIV RB METRO SUR,5213,MS09 - IZTAPALAPA
567,SUC. PLAZA JARDN,4831,D DIV RB METRO SUR,5213,MS09 - IZTAPALAPA
569,SUC. GLORIETA RIVIERA,4831,D DIV RB METRO SUR,5231,MS03 - FELIX CUEVAS
570,SUC. PENA POBRE,4831,D DIV RB METRO SUR,5214,MS05 - PEDREGAL
571,SUC. EJE CENTRAL,4831,D DIV RB METRO SUR,5231,MS03 - FELIX CUEVAS
573,SUC. IXTAPALUCA,4831,D DIV RB METRO SUR,5213,MS09 - IZTAPALAPA
574,SUC. PLAZA LA MORENA,9934,D DIV RB METRO NORTE,5209,MN09 - ECATEPEC
576,SUC. PLAZA ESTRELLA,4831,D DIV RB METRO SUR,5215,MS07 - XOCHIMILCO
577,SUC. PLAZA JARDINES,9934,D DIV RB METRO NORTE,5209,MN09 - ECATEPEC
580,SUC. SANTA TERESA,4831,D DIV RB METRO SUR,5214,MS05 - PEDREGAL
581,SUC. TEQUESQUINAHUAC,9934,D DIV RB METRO NORTE,5238,MN07 - CUAUTITLAN
584,SUC. PLAZA LAS AGUILAS,4831,D DIV RB METRO SUR,5230,MS01 - ALTAVISTA
585,SUC. CANAL DEL NORTE,9934,D DIV RB METRO NORTE,5224,MN05 - CONDESA ROMA
586,SUC. BOSQUES DE ARAGON,4831,D DIV RB METRO SUR,5226,MS10 - AEROPUERTO
587,SUC. JARDINES DE SAN MATEO,9934,D DIV RB METRO NORTE,5205,MN04 - SATELITE
588,SUC. CHAPULTEPEC,4831,D DIV RB METRO SUR,5202,MS02 - CENTRO
590,SUC. REHILETE IZCALLI,9934,D DIV RB METRO NORTE,5238,MN07 - CUAUTITLAN
592,SUC. PLAZA LAS ROSAS,4831,D DIV RB METRO SUR,5230,MS01 - ALTAVISTA
594,SUC. CONDESA,9934,D DIV RB METRO NORTE,5224,MN05 - CONDESA ROMA
596,SUC. LA NORIA,4831,D DIV RB METRO SUR,5215,MS07 - XOCHIMILCO
597,SUC. HOSPITAL ANGELES,4831,D DIV RB METRO SUR,5214,MS05 - PEDREGAL
598,SUC. ACOXPA,4831,D DIV RB METRO SUR,5215,MS07 - XOCHIMILCO
599,SUC. FRAY SERVANDO,4831,D DIV RB METRO SUR,5226,MS10 - AEROPUERTO
600,SUC. TULTITLAN,9934,D DIV RB METRO NORTE,5238,MN07 - CUAUTITLAN
602,SUC. ACUEDUCTO DE GUADALUPE,9934,D DIV RB METRO NORTE,5209,MN09 - ECATEPEC
606,SUC. GRANJAS SAN ANTONIO,4831,D DIV RB METRO SUR,5213,MS09 - IZTAPALAPA
610,SUC. GRAN SUR,4831,D DIV RB METRO SUR,5214,MS05 - PEDREGAL
628,SUC. PLAZA MANANTIALES,4831,D DIV RB METRO SUR,5215,MS07 - XOCHIMILCO
630,SUC. PLUTARCO ELIAS CALLES,4831,D DIV RB METRO SUR,5231,MS03 - FELIX CUEVAS
633,SUC. SAN DIEGO (CUERNAVACA),4831,D DIV RB METRO SUR,5814,MS06 - MORELOS
637,SUC. SAN CARLOS,9934,D DIV RB METRO NORTE,5207,MN01 - TOLUCA
639,SUC. TEPEYAC,9934,D DIV RB METRO NORTE,5224,MN05 - CONDESA ROMA
641,SUC. AVIACION CIVIL,4831,D DIV RB METRO SUR,5226,MS10 - AEROPUERTO
642,SUC. EJERCITO NACIONAL,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA
643,SUC. GALERIAS COAPA,4831,D DIV RB METRO SUR,5215,MS07 - XOCHIMILCO
647,SUC. CENTRUM 2000,9934,D DIV RB METRO NORTE,5205,MN04 - SATELITE
649,SUC. LAS ARMAS,9934,D DIV RB METRO NORTE,5206,MN06 - LINDAVISTA
651,SUC. PABELLON POLANCO,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA
652,SUC. MONTERREY,4831,D DIV RB METRO SUR,5231,MS03 - FELIX CUEVAS
653,SUC. INDUSTRIAL TLANEPANTLA,9934,D DIV RB METRO NORTE,5238,MN07 - CUAUTITLAN
654,SUC. GRAN PLAZA,9610,D DIV RB PENINSULAR,9217,P01 - MERIDA
655,SUC. PLAZA FIESTA,9610,D DIV RB PENINSULAR,9217,P01 - MERIDA
658,SUC. CAMPESTRE,6777,D DIV  RB NOROESTE,7402,NO01 - TIJUANA
659,SUC. CUCAPAH,6777,D DIV  RB NOROESTE,7402,NO01 - TIJUANA
670,SUC. PLAZA SANTA MARIA,9932,D DIV RB NORTE,8150,N01 - MONTERREY 1
675,SUC. POZA RICA BOULEVARD,9933,D DIV RB  SUR,8611,S06 - POZA RICA
681,SUC.JUAREZ (MAZATLAN),6777,D DIV  RB NOROESTE,7218,NO08 - SINALOA NORTE
682,SUC. PERIMETRAL HERMOSILLO,6777,D DIV  RB NOROESTE,7009,NO04 - HERMOSILLO
686,SUC. MEDICA SUR,4831,D DIV RB METRO SUR,5214,MS05 - PEDREGAL
687,SUC. FUENTES DE SATELITE,9934,D DIV RB METRO NORTE,5205,MN04 - SATELITE
690,SUC. AVANTE,4831,D DIV RB METRO SUR,5215,MS07 - XOCHIMILCO
693,SUC. MERCADO DEL MAR,6150,D DIV RB OCCIDENTE,6135,O01 - GUADALAJARA
695,SUC. ATEMAJAC,6150,D DIV RB OCCIDENTE,6135,O01 - GUADALAJARA
700,SUC. COSTERA PUERTO VALLARTA,6150,D DIV RB OCCIDENTE,6050,O04 -GUADALAJARA
701,SUC. TONALA,6150,D DIV RB OCCIDENTE,6056,O02 - GUADALAJARA
702,SUC. LA HUERTA,6150,D DIV RB OCCIDENTE,6526,O07 - MORELIA
704,SUC. CAMPESTRE,6150,D DIV RB OCCIDENTE,6526,O07 - MORELIA
705,SUC. DEL VALLE,9931,D DIV RB CENTRO,6205,C02 - AGS ZAC
709,SUC. UNIVERSIDAD AGUASCALIENTE,9931,D DIV RB CENTRO,6205,C02 - AGS ZAC
710,SUC. COLOSIO,9931,D DIV RB CENTRO,6205,C02 - AGS ZAC
714,SUC. CONCENTRO,6150,D DIV RB OCCIDENTE,6135,O01 - GUADALAJARA
715,SUC. ESCOBEDO,9932,D DIV RB NORTE,8039,N03 - MONTERREY 3
718,SUC.  LA RAZA,6777,D DIV  RB NOROESTE,7815,NO12 - CD JUAREZ
721,SUC. ZONA DORADA,6777,D DIV  RB NOROESTE,7701,NO10 - CHIHUAHUA CENTRO
723,SUC. PLAZA TUTULI,6777,D DIV  RB NOROESTE,7101,NO05 - CD OBREGON
725,SUC. IXTAPA,9933,D DIV RB  SUR,5225,S08 - GUERRERO
729,SUC. SAN MIGUEL,9932,D DIV RB NORTE,8150,N01 - MONTERREY 1
730,SUC. MERCADO ESTRELLA,9932,D DIV RB NORTE,8150,N01 - MONTERREY 1
737,SUC. ARISTOTELES,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA
738,SUC. PLAZA CUICUILCO,4831,D DIV RB METRO SUR,5214,MS05 - PEDREGAL
741,SUC. SANTA MARIA AZTAHUACAN,4831,D DIV RB METRO SUR,5213,MS09 - IZTAPALAPA
742,SUC. MADERO ( PONIENTE ),6150,D DIV RB OCCIDENTE,6526,O07 - MORELIA
743,SUC. PLAZA VALLE,6777,D DIV  RB NOROESTE,7101,NO05 - CD OBREGON
744,SUC. CAMPESTRE,6777,D DIV  RB NOROESTE,7815,NO12 - CD JUAREZ
747,SUC. AMERICAS,6777,D DIV  RB NOROESTE,7701,NO10 - CHIHUAHUA CENTRO
750,SUC. PLAZA QUINTAS,6777,D DIV  RB NOROESTE,7701,NO10 - CHIHUAHUA CENTRO
754,SUC. EXPO,9932,D DIV RB NORTE,8150,N01 - MONTERREY 1
756,SUC. OCAMPO,6777,D DIV  RB NOROESTE,7701,NO10 - CHIHUAHUA CENTRO
757,SUC. TLATILCO,9934,D DIV RB METRO NORTE,5206,MN06 - LINDAVISTA
761,SUC. CORDOBA,9934,D DIV RB METRO NORTE,5224,MN05 - CONDESA ROMA
763,SUC. PLAZA LILAS,9934,D DIV RB METRO NORTE,5235,MN03 - SANTA FE
764,SUC. ATLACOMULCO,9934,D DIV RB METRO NORTE,5207,MN01 - TOLUCA
767,SUC. PROGRESO,9610,D DIV RB PENINSULAR,9308,P05 - PENINSULA
768,SUC. UNIVERSIDAD (VLLA),9610,D DIV RB PENINSULAR,9000,P02 - TABASCO
772,SUC. REHILETE NAUCALLI,9934,D DIV RB METRO NORTE,5205,MN04 - SATELITE
776,SUC. OTUMBA,9934,D DIV RB CENTRO,5908,C06 - PACHUCA
779,SUC. BUGAMBILIAS,9933,D DIV RB  SUR,5223,S02 - PUEBLA
781,SUC. ZONA NORTE,9933,D DIV RB  SUR,5219,S05 - VERACRUZ
783,SUC. 783 PLAZA CRYSTAL,9933,D DIV RB  SUR,5223,S02 - PUEBLA
785,SUC. AMALUCAN,9933,D DIV RB  SUR,5223,S02 - PUEBLA
786,SUC. CHIPILO,9933,D DIV RB  SUR,5218,S01 - PUEBLA
788,SUC. SORIANA (RIO),9932,D DIV RB NORTE,8044,N07 - MATAMOROS-REYNOSA
790,SUC. PESQUEIRA,6777,D DIV  RB NOROESTE,7101,NO05 - CD OBREGON
800,SUC. ALVARO OBREGON,9932,D DIV RB NORTE,8712,N08 - NUEVO LAREDO
808,SUC. SABINAS,9932,D DIV RB NORTE,8712,N08 - NUEVO LAREDO
809,SUC. PASEO DEL TEC,9932,D DIV RB NORTE,8727,N09 - TORREON
810,SUC. COLON,9932,D DIV RB NORTE,8727,N09 - TORREON
811,SUC. PLAZA CUATRO CAMINOS,9932,D DIV RB NORTE,8727,N09 - TORREON
813,SUC. MELCHOR OCAMPO,6150,D DIV RB OCCIDENTE,6526,O07 - MORELIA
815,SUC. PLAZA BOULEVARES,9931,D DIV RB CENTRO,6607,C03 - QUERETARO
821,SUC. BOULEVARD (TEPIC),6150,D DIV RB OCCIDENTE,6050,O04 -GUADALAJARA
822,SUC. VILLA ALVAREZ,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA
823,SUC. PATZCUARO,6150,D DIV RB OCCIDENTE,6526,O07 - MORELIA
824,SUC. PLAZA ZAPOTLAN,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA
825,SUC. PLAZA FIESTA,9931,D DIV RB CENTRO,6609,C04 - GUANAJUATO
826,SUC. PLAZA GALERIAS DEL PARQUE,9931,D DIV RB CENTRO,6205,C02 - AGS ZAC
827,SUC. SAN MIGUEL DE ALLENDE,9931,D DIV RB CENTRO,6210,C05 - S.L.P
835,SUC. PLAZA DE LA CONSTITUCION,4831,D DIV RB METRO SUR,5202,MS02 - CENTRO
845,SUC. ARTESANOS,9934,D DIV RB METRO NORTE,5224,MN05 - CONDESA ROMA
852,SUC. RETIRO,9610,D DIV RB PENINSULAR,9105,P03 - CHIAPAS
853,SUC. MERCADO,9610,D DIV RB PENINSULAR,9105,P03 - CHIAPAS
855,SUC. REFORMA (NVO. LAREDO),9932,D DIV RB NORTE,8712,N08 - NUEVO LAREDO
856,SUC. LOPEZ MATEOS,9932,D DIV RB NORTE,8712,N08 - NUEVO LAREDO
859,SUC. LOMAS DEL PARQUE,9932,D DIV RB NORTE,7903,N11 - DURANGO
863,SUC. JUAN ESCUTIA,6150,D DIV RB OCCIDENTE,6050,O04 -GUADALAJARA
866,SUC. GRANADITAS,9931,D DIV RB CENTRO,6609,C04 - GUANAJUATO
869,SUC. CAMPESTRE HIDALGO,9931,D DIV RB CENTRO,6204,C01 - LEON
871,SUC. ROSALES LOS MOCHIS,6777,D DIV  RB NOROESTE,7218,NO08 - SINALOA NORTE
872,SUC. EJERCITO NACIONAL,6777,D DIV  RB NOROESTE,7815,NO12 - CD JUAREZ
875,SUC. MACROPLAZA DEL MAR,6777,D DIV  RB NOROESTE,7489,NO02 - PACIFICO NORTE
876,SUC. PASEO DE LA SIERRA,9610,D DIV RB PENINSULAR,9000,P02 - TABASCO
878,SUC. TEZIUTLAN,9933,D DIV RB  SUR,8611,S06 - POZA RICA
879,SUC. ZINAPECUARO,6150,D DIV RB OCCIDENTE,6526,O07 - MORELIA
880,SUC. MACUSPANA,9610,D DIV RB PENINSULAR,9000,P02 - TABASCO
882,SUC. MANTE,9932,D DIV RB  SUR,8619,S09 - TAMPICO-VICTORIA
894,SUC. LA FE (GONZALEZ),9932,D DIV RB NORTE,8712,N08 - NUEVO LAREDO
895,SUC. PLAZA DORADA,9610,D DIV RB PENINSULAR,9217,P01 - MERIDA
896,SUC. LOS PINOS,6777,D DIV  RB NOROESTE,7402,NO01 - TIJUANA
901,SUC. COACALCO,9934,D DIV RB METRO NORTE,5209,MN09 - ECATEPEC
902,SUC. VILLAS LA HACIENDA,9610,D DIV RB PENINSULAR,9217,P01 - MERIDA
903,SUC. ALEMAN,9610,D DIV RB PENINSULAR,9217,P01 - MERIDA
910,SUC. TORRES LINDAVISTA,9934,D DIV RB METRO NORTE,5206,MN06 - LINDAVISTA
911,SUC. AV. TOLUCA,4831,D DIV RB METRO SUR,5230,MS01 - ALTAVISTA
913,SUC. PATRIOTISMO EXTREMADURA,4831,D DIV RB METRO SUR,5230,MS01 - ALTAVISTA
918,SUC. SEGMENTO PUEBLA SUR,9933,D DIV RB  SUR,5218,S01 - PUEBLA
920,SUC. ZAPOTITLAN,4831,D DIV RB METRO SUR,5215,MS07 - XOCHIMILCO
923,SUC. JARDINADAS,6150,D DIV RB OCCIDENTE,6526,O07 - MORELIA
927,SUC. CENTENARIO,6777,D DIV  RB NOROESTE,7009,NO04 - HERMOSILLO
928,SUC. MITRAS CENTRO,9932,D DIV RB NORTE,8039,N03 - MONTERREY 3
933,SUC. TEJEDA,9931,D DIV RB CENTRO,6607,C03 - QUERETARO
934,SUC. FRESNILLO,9931,D DIV RB CENTRO,6205,C02 - AGS ZAC
935,SUC. PLAZA EL VIGIA,6777,D DIV  RB NOROESTE,7101,NO05 - CD OBREGON
940,SUC. AEROPUERTO VALLARTA,6150,D DIV RB OCCIDENTE,6050,O04 -GUADALAJARA
948,SUC. NEXTENGO,9934,D DIV RB METRO NORTE,5206,MN06 - LINDAVISTA
949,SUC. CENTRO SANTA FE,9934,D DIV RB METRO NORTE,5235,MN03 - SANTA FE
952,SUC. PLAZA TLAHUAC,4831,D DIV RB METRO SUR,5215,MS07 - XOCHIMILCO
955,SUC. LEY GUASAVE,6777,D DIV  RB NOROESTE,7218,NO08 - SINALOA NORTE
957,SUC. SORIANA TAMPICO EJERCITO,9932,D DIV RB  SUR,8619,S09 - TAMPICO-VICTORIA
959,SUC. PARQUE TEZONTLE,4831,D DIV RB METRO SUR,5226,MS10 - AEROPUERTO
962,SUC. PLAZA TAXCO,9933,D DIV RB  SUR,5225,S08 - GUERRERO
964,SUC. REFORMA CUAUTLA,4831,D DIV RB METRO SUR,5814,MS06 - MORELOS
965,SUC. EMILIANO ZAPATA,4831,D DIV RB METRO SUR,5814,MS06 - MORELOS
969,SUC. PLAZA BONITA,9610,D DIV RB PENINSULAR,9236,P04 - CANCUN
972,SUC. MARIANO ESCOBEDO,9931,D DIV RB CENTRO,6204,C01 - LEON
976,SUC. LOS CABOS,6777,D DIV  RB NOROESTE,7213,NO07 - B.C.S
981,SUC. EMILIANO ZAPATA,9610,D DIV RB PENINSULAR,9000,P02 - TABASCO
982,SUC. ZONA AZUL,9934,D DIV RB METRO NORTE,5205,MN04 - SATELITE
988,SUC. LA VIGA,4831,D DIV RB METRO SUR,5231,MS03 - FELIX CUEVAS
997,SUC. CONSEJO DE LA JUDICATURA,4831,D DIV RB METRO SUR,5230,MS01 - ALTAVISTA
1006,SUC. SECODAM,4831,D DIV RB METRO SUR,5212,MS08 - COYOACAN
1022,SUC. LAS PALMAS,4831,D DIV RB METRO SUR,5814,MS06 - MORELOS
1026,SUC. EL CERCADO,9932,D DIV RB NORTE,8011,N04 - MONTERREY 4
1028,SUC. CD. NAZAS,9932,D DIV RB NORTE,7903,N11 - DURANGO
1037,SUC. BOULEVARD,6777,D DIV  RB NOROESTE,7701,NO10 - CHIHUAHUA CENTRO
1040,SUC. CORDOBA MERCADO,9933,D DIV RB  SUR,8471,S04 - XALAPA
1043,SUC. TICOMAN,9934,D DIV RB METRO NORTE,5206,MN06 - LINDAVISTA
1047,SUC. INSURGENTES NORTE,9934,D DIV RB METRO NORTE,5224,MN05 - CONDESA ROMA
1056,SUC. PLAZA GUADALUPE,6150,D DIV RB OCCIDENTE,6135,O01 - GUADALAJARA
1066,SUC. RIO DE LOS REMEDIOS,9934,D DIV RB METRO NORTE,5209,MN09 - ECATEPEC
1077,SUC. CENTRO HERMOSILLO,6777,D DIV  RB NOROESTE,7009,NO04 - HERMOSILLO
1088,SUC. HIPERMART SAN NICOLAS,9932,D DIV RB NORTE,8039,N03 - MONTERREY 3
1096,SUC. RECREO VIGA,4831,D DIV RB METRO SUR,5231,MS03 - FELIX CUEVAS
1100,SUC. AMERICAS OBSERVATORIO,9934,D DIV RB METRO NORTE,5224,MN05 - CONDESA ROMA
1104,SUC. CONSTITUCION DEL 17,4831,D DIV RB METRO SUR,5213,MS09 - IZTAPALAPA
1106,SUC. TEOTIHUACAN,9934,D DIV RB CENTRO,5908,C06 - PACHUCA
1108,SUC. HUEXOTITLA,9933,D DIV RB  SUR,5223,S02 - PUEBLA
1120,SUC. 5 DE MAYO,9933,D DIV RB  SUR,5219,S05 - VERACRUZ
1124,SUC. JUXTLAHUACA,9933,D DIV RB  SUR,5815,S07 - OAXACA
1126,SUC. HOME MART PERINORTE,9934,D DIV RB METRO NORTE,5238,MN07 - CUAUTITLAN
1132,SUC. HIPERMART DELICIAS,6777,D DIV  RB NOROESTE,7701,NO10 - CHIHUAHUA CENTRO
1134,SUC. TORRE HAKIM,9933,D DIV RB  SUR,8471,S04 - XALAPA
1137,SUC. H.E.B.,9932,D DIV RB NORTE,8003,N02 - MONTERREY 2
1143,SUC. P.J.F. AMERICAS,6150,D DIV RB OCCIDENTE,6135,O01 - GUADALAJARA
1145,SUC. LA FUENTE INSURGENTES,9934,D DIV RB CENTRO,5908,C06 - PACHUCA
1148,SUC. PABELLON BOSQUES,9934,D DIV RB METRO NORTE,5235,MN03 - SANTA FE
1150,SUC. LAS FLORES,9934,D DIV RB METRO NORTE,5207,MN01 - TOLUCA
1151,SUC. PLAZA SAN BUENAVENTURA,9934,D DIV RB METRO NORTE,5207,MN01 - TOLUCA
1153,SUC. LOMAS VERDES,9934,D DIV RB METRO NORTE,5205,MN04 - SATELITE
1154,SUC. ORIZABA VALLE,9933,D DIV RB  SUR,8471,S04 - XALAPA
1156,SUC. AGUA AZUL NEZA,4831,D DIV RB METRO SUR,5213,MS09 - IZTAPALAPA
1157,SUC. TIZAPAN SAN ANGEL,4831,D DIV RB METRO SUR,5230,MS01 - ALTAVISTA
1158,SUC. NUEVA CORREGIDORA,9933,D DIV RB  SUR,5225,S08 - GUERRERO
1161,SUC. ARAGON TALISMAN,4831,D DIV RB METRO SUR,5226,MS10 - AEROPUERTO
1185,SUC. MORELOS NORTE,6777,D DIV  RB NOROESTE,7009,NO04 - HERMOSILLO
1189,SUC. CENTENARIO,6777,D DIV  RB NOROESTE,7402,NO01 - TIJUANA
1190,SUC. CASIMIRO CASTILLO,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA
1198,SUC. CLAVERIA,9934,D DIV RB METRO NORTE,5206,MN06 - LINDAVISTA
1216,SUC. EVORA,6777,D DIV  RB NOROESTE,7218,NO08 - SINALOA NORTE
1234,SUC. KUKULKAN,9610,D DIV RB PENINSULAR,9236,P04 - CANCUN
1243,SUC. NARANJOS,9933,D DIV RB  SUR,8611,S06 - POZA RICA
1431,SUC. SOMBRERETE,9931,D DIV RB CENTRO,6205,C02 - AGS ZAC
1438,SUC. LA FLORESTA,9933,D DIV RB  SUR,5219,S05 - VERACRUZ
1445,SUC. AMORES,4831,D DIV RB METRO SUR,5231,MS03 - FELIX CUEVAS
1454,SUC. FIESTA SAN AGUSTIN,9932,D DIV RB NORTE,8003,N02 - MONTERREY 2
1574,SUC. PLAZA LA MAGDALENA,4831,D DIV RB METRO SUR,5230,MS01 - ALTAVISTA
1592,SUC. CENTRO HISTORICO,9932,D DIV RB  SUR,8619,S09 - TAMPICO-VICTORIA
1599,SUC. ERMITA SINATEL,4831,D DIV RB METRO SUR,5212,MS08 - COYOACAN
1608,SUC. BRUNO PAGLIALI,9933,D DIV RB  SUR,5219,S05 - VERACRUZ
1630,SUC. RITO,6777,D DIV  RB NOROESTE,7075,NO06 - NOGALES
1632,SUC. VALLE VERDE,9932,D DIV RB NORTE,8039,N03 - MONTERREY 3
1634,SUC. MALL SAN PEDRO,9932,D DIV RB NORTE,8003,N02 - MONTERREY 2
1635,SUC. IND. XALOSTOC,9934,D DIV RB METRO NORTE,5209,MN09 - ECATEPEC
1654,SUC. CONGRESO DE LA UNION,9934,D DIV RB METRO NORTE,5224,MN05 - CONDESA ROMA
1661,SUC. PLAZA AMERICANA,6777,D DIV  RB NOROESTE,7402,NO01 - TIJUANA
1664,SUC. EBANO,9932,D DIV RB  SUR,8619,S09 - TAMPICO-VICTORIA
1670,SUC. PLAZA LAUREL,4831,D DIV RB METRO SUR,5814,MS06 - MORELOS
1676,SUC. PENOLES,9932,D DIV RB NORTE,8727,N09 - TORREON
1678,SUC. ARBOLEDAS SAN IGNACIO,9933,D DIV RB  SUR,5223,S02 - PUEBLA
1687,SUC. PLAZA SAN LUCAS,6777,D DIV  RB NOROESTE,7213,NO07 - B.C.S
1689,SUC. SORIANA QUINTANA,9931,D DIV RB CENTRO,6607,C03 - QUERETARO
1690,SUC. SORIANA CORDILLERAS,6150,D DIV RB OCCIDENTE,6135,O01 - GUADALAJARA
1732,SUC. PLAZA DELTA,9931,D DIV RB CENTRO,6609,C04 - GUANAJUATO
1757,SUC. CRUZ DEL SUR,9933,D DIV RB  SUR,5236,S03 - PUEBLA-TLAXCALA
1758,SUC. LOURDES,9932,D DIV RB NORTE,8210,N10 - SALTILLO
1780,SUC. IMSS COZUMEL,9610,D DIV RB PENINSULAR,9236,P04 - CANCUN
1834,SUC. COSAMALOAPAN,9933,D DIV RB  SUR,8471,S04 - XALAPA
1865,SUC. CUAUHTEMOC,9610,D DIV RB PENINSULAR,9308,P05 - PENINSULA
1877,SUC. ANGELES INTERLOMAS,9934,D DIV RB METRO NORTE,5235,MN03 - SANTA FE
