customeraccount,sexo,cp,ciudad,estado,cve_prom,cve_suc,cve_zona,edo_civil
1-921594-FA,F,15430,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,W0995,99,9934.0,C
1-984654-DG,F,53490,NAUCALPAN DE JUAREZ,MEXICO,Z0154,3015,4831.0,C
1-121076-NO,F,11560,MIGUEL HIDALGO,CIUDAD DE MEXICO,V0290,737,9934.0,D
1-109299-WP,F,22160,TIJUANA,BAJA CALIFORNIA,W1312,131,6777.0,S
1-597477-BM,M,48077,AYUTLA,JALISCO,W1701,170,6150.0,C
1-910194-FM,F,63780,XALISCO,NAYARIT,V0425,458,6150.0,S
1-537833-HB,M,27240,TORREON,COAHUILA DE ZARAGOZA,W2258,225,9932.0,C
1-282533-[S,M,45079,ZAPOPAN,JALISCO,W1182,118,6150.0,C
1-442193-WO,F,91020,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,W4371,437,9933.0,C
1-165964-TL,F,3020,BENITO JUAREZ,CIUDAD DE MEXICO,Z0098,3009,4831.0,C
1-354538-F[,M,45010,ZAPOPAN,JALISCO,V0612,3808,6150.0,C
1-457694-VB,M,43690,TULANCINGO DE BRAVO,HIDALGO,X1453,1145,9934.0,C
1-193957-VW,F,49600,ZAPOTILTIC,JALISCO,V8154,157,6150.0,C
1-611372-PA,M,45400,TONALA,JALISCO,W7011,701,6150.0,C
1-571372-HZ,M,59300,LA PIEDAD,MICHOACAN DE OCAMPO,V0151,291,6150.0,S
1-169421-OZ,M,22427,TIJUANA,BAJA CALIFORNIA,W1278,127,6777.0,C
1-102103-AF,F,27250,TORREON,COAHUILA DE ZARAGOZA,W3881,388,9932.0,V
1-880297-[R,F,77533,BENITO JUAREZ,QUINTANA ROO,V0307,3051,9610.0,C
1-362265-P\,M,62748,CUAUTLA,MORELOS,V0110,964,4831.0,E
1-741277-WL,F,97148,MERIDA,YUCATAN,W3778,377,9610.0,S
1-389738-RW,M,4700,COYOACAN,CIUDAD DE MEXICO,X0061,1006,4831.0,C
1-938761-OD,M,11480,MIGUEL HIDALGO,CIUDAD DE MEXICO,W0994,99,9934.0,S
1-587256-WI,F,27100,TORREON,COAHUILA DE ZARAGOZA,W8113,811,9932.0,C
1-396400-J\,M,3940,BENITO JUAREZ,CIUDAD DE MEXICO,V5033,36,4831.0,C
1-105098-FX,M,36250,GUANAJUATO,GUANAJUATO,V0635,866,9931.0,S
1-834947-O\,M,9090,IZTAPALAPA,CIUDAD DE MEXICO,W0314,31,4831.0,C
1-252028-DZ,M,25900,RAMOS ARIZPE,COAHUILA DE ZARAGOZA,W2381,238,9932.0,C
1-203460-WC,M,45030,ZAPOPAN,JALISCO,X0562,1056,6150.0,C
1-105321-VL,F,45136,ZAPOPAN,JALISCO,V0610,3708,6150.0,V
1-598205-BT,M,36000,GUANAJUATO,GUANAJUATO,V0236,280,9931.0,S
1-749951-SU,M,45640,TLAJOMULCO DE ZUNIGA,JALISCO,W1744,174,6150.0,C
1-316064-UX,M,25950,GENERAL CEPEDA,COAHUILA DE ZARAGOZA,V0363,242,9932.0,C
1-955581-OL,M,6400,CUAUHTEMOC,CIUDAD DE MEXICO,W3168,316,9933.0,C
1-762747-TS,M,22330,TIJUANA,BAJA CALIFORNIA,W1354,135,6777.0,S
1-922737-BO,M,34020,DURANGO,DURANGO,V0065,220,9932.0,C
1-327848-UO,M,44620,GUADALAJARA,JALISCO,V0612,3808,6150.0,C
1-973855-GJ,M,66360,SANTA CATARINA,NUEVO LEON,V0423,670,9932.0,C
1-900660-IZ,M,6450,CUAUHTEMOC,CIUDAD DE MEXICO,W0995,99,9934.0,S
1-850491-FI,M,21960,MEXICALI,BAJA CALIFORNIA,W1411,141,6777.0,C
1-418432-DZ,M,45470,ACATIC,JALISCO,W1751,175,6150.0,C
1-891752-QI,F,24167,CARMEN,CAMPECHE,V0546,1865,9610.0,C
1-901995-BM,F,94296,BOCA DEL RIO,VERACRUZ DE IGNACIO DE LA LLAVE,W4463,446,9933.0,S
1-451045-YZ,F,45280,IXTLAHUACAN DEL RIO,JALISCO,W1764,176,6150.0,S
1-433901-ZS,F,91120,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,X1341,1134,9933.0,C
1-886254-XK,M,11700,MIGUEL HIDALGO,CIUDAD DE MEXICO,W0522,52,9934.0,C
1-816953-TF,F,32543,JUAREZ,CHIHUAHUA,W2198,219,6777.0,C
1-822154-HG,F,15900,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,W0472,47,4831.0,C
1-116543-RO,M,4490,COYOACAN,CIUDAD DE MEXICO,W0998,99,9934.0,S
1-200263-EF,F,48910,AUTLAN DE NAVARRO,JALISCO,W1599,159,6150.0,C
1-729482-BB,M,57170,NEZAHUALCOYOTL,MEXICO,W0998,99,9934.0,S
1-233595-FN,F,54942,TULTITLAN,MEXICO,W6532,653,9934.0,C
1-557149-LF,F,44630,GUADALAJARA,JALISCO,V0399,3046,6150.0,C
1-769043-BZ,F,45730,VILLA CORONA,JALISCO,W1832,183,6150.0,C
1-710597-MY,F,49700,SAN GABRIEL,JALISCO,W1661,166,6150.0,C
1-492136-PM,F,50120,TOLUCA,MEXICO,Z0278,3027,9934.0,S
1-117450-WM,F,63150,TEPIC,NAYARIT,W8632,863,6150.0,S
1-413233-AC,M,54769,CUAUTITLAN IZCALLI,MEXICO,W0078,7,9934.0,S
1-446594-WV,M,45260,IXTLAHUACAN DEL RIO,JALISCO,W1764,176,6150.0,C
1-474535-LR,F,3310,BENITO JUAREZ,CIUDAD DE MEXICO,Z0142,3014,4831.0,S
1-318681-GX,M,3920,BENITO JUAREZ,CIUDAD DE MEXICO,V0003,835,4831.0,S
1-883850-JZ,M,86153,CENTRO,TABASCO,Z0782,3078,9610.0,C
1-654706-CK,M,45055,ZAPOPAN,JALISCO,V0406,120,6150.0,S
1-823072-KV,F,77600,COZUMEL,QUINTANA ROO,W0192,19,9934.0,C
1-326569-FR,F,20070,AGUASCALIENTES,AGUASCALIENTES,W2843,284,9931.0,S
1-624690-WP,M,44350,GUADALAJARA,JALISCO,W1009,100,6150.0,S
1-113758-LE,F,49000,ZAPOTLAN EL GRANDE,JALISCO,W1539,153,6150.0,C
1-645106-LJ,M,86750,CENTLA,TABASCO,W3551,355,9610.0,C
1-231148-UZ,F,21300,MEXICALI,BAJA CALIFORNIA,W4524,452,6777.0,S
1-718244-MZ,F,45030,ZAPOPAN,JALISCO,X0568,1056,6150.0,C
1-898618-[Z,F,23060,LA PAZ,BAJA CALIFORNIA SUR,V0098,195,6777.0,C
1-875675-AW,F,58066,MORELIA,MICHOACAN DE OCAMPO,V0086,59,4831.0,C
1-186937-[B,M,83113,HERMOSILLO,SONORA,W1692,169,6777.0,S
1-422959-PY,F,45080,ZAPOPAN,JALISCO,W1092,109,6150.0,C
1-510449-JU,M,47200,TEOCALTICHE,JALISCO,V8163,154,9931.0,C
1-272099-OK,M,94296,BOCA DEL RIO,VERACRUZ DE IGNACIO DE LA LLAVE,W0994,99,9934.0,C
1-180308-SD,M,89100,TAMPICO,TAMAULIPAS,V1058,194,9932.0,C
1-878813-YD,M,90090,TLAXCALA,TLAXCALA,Z0323,3032,9933.0,S
1-717107-YH,M,50180,TOLUCA,MEXICO,W5245,524,9934.0,S
1-832900-RV,M,55120,ECATEPEC,MEXICO,V0591,3020,9934.0,C
1-789219-[Z,M,47600,TEPATITLAN DE MORELOS,JALISCO,V0329,158,6150.0,C
1-854169-W[,M,94340,ORIZABA,VERACRUZ DE IGNACIO DE LA LLAVE,W3431,343,9933.0,C
1-578220-M[,M,16020,XOCHIMILCO,CIUDAD DE MEXICO,S9943,6994,9934.0,S
1-449161-HN,F,47460,LAGOS DE MORENO,JALISCO,W1518,151,9931.0,C
1-728609-WV,F,45260,IXTLAHUACAN DEL RIO,JALISCO,V0661,176,6150.0,S
1-388416-BM,M,66244,SAN PEDRO GARZA GARCIA,NUEVO LEON,W5292,529,9932.0,C
1-520065-MH,M,52774,HUIXQUILUCAN,MEXICO,Z0268,3026,9934.0,S
1-570093-UT,M,47698,TEPATITLAN DE MORELOS,JALISCO,V0129,1913,6150.0,C
1-274281-LJ,F,91779,VERACRUZ,VERACRUZ DE IGNACIO DE LA LLAVE,W3362,336,9933.0,C
1-154577-EH,F,86600,PARAISO,TABASCO,V0673,349,9610.0,S
1-593471-WM,M,52175,METEPEC,MEXICO,V0539,1998,9934.0,S
1-285695-LY,F,52937,ATIZAPAN DE ZARAGOZA,MEXICO,X9762,1976,9934.0,C
1-280110-TP,M,61519,ZITACUARO,MICHOACAN DE OCAMPO,W2983,298,9934.0,C
1-822274-TG,F,45470,ACATIC,JALISCO,V8154,175,6150.0,C
1-934092-NC,M,85030,CAJEME,SONORA,W1828,182,6777.0,S
1-304365-WM,M,25720,MONCLOVA,COAHUILA DE ZARAGOZA,W2473,247,9932.0,C
1-232632-BN,M,48745,EL GRULLO,JALISCO,W1614,161,6150.0,S
1-344997-TP,M,35698,EL ORO,DURANGO,V8158,233,9932.0,C
1-391414-[A,F,20000,AGUASCALIENTES,AGUASCALIENTES,V0160,284,9931.0,C
1-479811-BF,M,86930,BALANCAN,TABASCO,V0449,354,9610.0,C
1-984314-UP,F,55069,ECATEPEC,MEXICO,Z5553,3555,9934.0,S
1-290968-TP,M,15530,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,V0404,652,4831.0,S
1-759433-GX,M,38000,CELAYA,GUANAJUATO,V0619,302,9931.0,C
1-347208-XQ,M,62170,CUERNAVACA,MORELOS,W9651,965,4831.0,C
1-744592-AW,M,44910,GUADALAJARA,JALISCO,W1262,126,6150.0,C
1-496493-GP,F,6700,CUAUHTEMOC,CIUDAD DE MEXICO,W1209,120,6150.0,S
1-318192-BU,F,6600,CUAUHTEMOC,CIUDAD DE MEXICO,V0125,17,9934.0,C
1-546859-KJ,F,86751,CENTLA,TABASCO,V0558,1,4831.0,C
1-663697-[G,M,55070,ECATEPEC,MEXICO,W0998,99,9934.0,C
1-156318-FI,F,34000,DURANGO,DURANGO,W0998,99,9934.0,S
1-482673-HF,M,45270,IXTLAHUACAN DEL RIO,JALISCO,W1764,176,6150.0,C
1-823200-TD,F,45640,TLAJOMULCO DE ZUNIGA,JALISCO,V0246,174,6150.0,C
1-896470-YA,F,48050,AYUTLA,JALISCO,W1702,170,6150.0,C
1-601818-TK,F,44140,GUADALAJARA,JALISCO,W1009,100,6150.0,S
1-997524-NZ,F,53130,NAUCALPAN DE JUAREZ,MEXICO,W3623,362,9934.0,C
1-389710-JT,M,8400,IZTACALCO,CIUDAD DE MEXICO,W4313,431,4831.0,C
1-152418-P[,M,21240,MEXICALI,BAJA CALIFORNIA,X9732,1973,6777.0,S
1-825509-QH,M,32546,JUAREZ,CHIHUAHUA,W2068,206,6777.0,S
1-529786-XH,F,81240,AHOME,SINALOA,V0485,197,6777.0,S
1-605856-OA,F,48740,EL GRULLO,JALISCO,W1673,167,6150.0,C
1-123026-WU,F,1220,ALVARO OBREGON,CIUDAD DE MEXICO,V0556,1896,4831.0,S
1-103924-SF,F,72000,PUEBLA,PUEBLA,V0262,313,9933.0,C
1-807030-OB,M,64346,MONTERREY,NUEVO LEON,Z8032,3803,9934.0,C
1-903907-HS,F,7969,GUSTAVO A MADERO,CIUDAD DE MEXICO,Z5578,3557,9934.0,V
1-612917-YV,F,7979,GUSTAVO A MADERO,CIUDAD DE MEXICO,V0389,99,9934.0,V
1-225792-TN,F,49750,TOLIMAN,JALISCO,W6933,693,6150.0,V
1-567087-QP,M,4930,COYOACAN,CIUDAD DE MEXICO,W6902,690,4831.0,C
1-334214-DD,M,23040,LA PAZ,BAJA CALIFORNIA SUR,W6428,642,9934.0,C
1-374883-GU,M,44200,GUADALAJARA,JALISCO,W0722,72,9934.0,C
1-911469-TQ,M,1030,ALVARO OBREGON,CIUDAD DE MEXICO,W0073,7,9934.0,C
1-665406-PV,M,45110,ZAPOPAN,JALISCO,Z8044,3804,6150.0,C
1-488758-RU,F,27000,TORREON,COAHUILA DE ZARAGOZA,W2312,231,9932.0,C
1-911475-LG,F,1280,ALVARO OBREGON,CIUDAD DE MEXICO,Z0154,3015,4831.0,S
1-111588-IP,M,57000,NEZAHUALCOYOTL,MEXICO,W0448,44,4831.0,S
1-340024-MY,F,48050,AYUTLA,JALISCO,W1702,170,6150.0,C
1-123108-J[,F,76807,SAN JUAN DEL RIO,QUERETARO,W0202,20,4831.0,V
1-321827-YG,M,55712,COACALCO,MEXICO,W9018,901,9934.0,C
1-331413-JG,F,56270,CHICONCUAC,MEXICO,V0383,574,9934.0,C
1-891691-GB,F,97000,MERIDA,YUCATAN,Z0563,3056,9610.0,S
1-970552-Q[,M,36630,IRAPUATO,GUANAJUATO,W2748,274,9931.0,C
1-277930-NR,F,66240,SAN PEDRO GARZA GARCIA,NUEVO LEON,W2553,255,9932.0,C
1-850666-FQ,M,55540,ECATEPEC,MEXICO,W5863,586,4831.0,C
1-360805-LH,M,64920,MONTERREY,NUEVO LEON,X1582,1158,9933.0,C
1-777727-KY,F,9070,IZTAPALAPA,CIUDAD DE MEXICO,W0608,60,4831.0,S
1-147348-R[,M,91040,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,V0593,3031,9933.0,C
1-272876-RJ,F,71243,SANTA LUCIA DEL CAMINO,OAXACA,W3536,353,9933.0,S
1-975742-ZJ,M,87300,MATAMOROS,TAMAULIPAS,V0208,257,9932.0,C
1-826905-BK,M,37100,LEON,GUANAJUATO,W8692,869,9931.0,C
1-663730-JN,M,35660,EL ORO,DURANGO,V8158,233,9932.0,C
1-762249-JX,M,54408,NICOLAS ROMERO,MEXICO,W6522,652,4831.0,U
1-926834-SP,M,27040,TORREON,COAHUILA DE ZARAGOZA,W8113,811,9932.0,S
1-192542-FJ,M,48300,PUERTO VALLARTA,JALISCO,W1638,163,6150.0,C
1-657769-NG,M,22920,ENSENADA,BAJA CALIFORNIA,W1394,139,6777.0,C
1-252939-GT,F,86750,CENTLA,TABASCO,W3552,355,9610.0,C
1-929308-[[,M,47600,TEPATITLAN DE MORELOS,JALISCO,W1648,164,6150.0,C
1-158557-TB,M,52170,METEPEC,MEXICO,X9648,1964,9934.0,C
1-482048-UV,M,14608,TLALPAN,CIUDAD DE MEXICO,V0506,3013,4831.0,C
1-407510-LN,M,73970,XIUTETELCO,PUEBLA,W8784,878,9933.0,C
1-465010-AJ,F,97115,MERIDA,YUCATAN,Z0563,3056,9610.0,C
1-333232-JU,F,3100,BENITO JUAREZ,CIUDAD DE MEXICO,W0283,28,4831.0,S
1-565902-PM,M,47910,LA BARCA,JALISCO,W1602,160,6150.0,C
1-480488-XO,M,45050,ZAPOPAN,JALISCO,W1183,118,6150.0,C
1-533427-BC,M,53200,NAUCALPAN DE JUAREZ,MEXICO,W0125,12,4831.0,C
1-801802-KP,F,27010,TORREON,COAHUILA DE ZARAGOZA,V8161,225,9932.0,C
1-842747-CZ,M,56600,CHALCO,MEXICO,W5735,573,4831.0,C
1-349697-KY,F,86780,JONUTA,TABASCO,W9811,981,9610.0,V
1-696825-VN,M,1030,ALVARO OBREGON,CIUDAD DE MEXICO,V0701,3015,4831.0,C
1-375903-NX,M,83260,HERMOSILLO,SONORA,V8159,927,6777.0,C
1-710032-KX,F,45470,ACATIC,JALISCO,W1752,175,6150.0,V
1-444892-IS,M,7750,GUSTAVO A MADERO,CIUDAD DE MEXICO,W0345,34,9934.0,S
1-804116-[S,M,9080,IZTAPALAPA,CIUDAD DE MEXICO,W0998,99,9934.0,S
1-824777-YB,F,84060,NOGALES,SONORA,X6303,1630,6777.0,C
1-160385-NX,F,48050,AYUTLA,JALISCO,W1702,170,6150.0,C
1-618361-XF,F,58610,ZACAPU,MICHOACAN DE OCAMPO,W8232,823,6150.0,C
1-978024-RN,M,1810,ALVARO OBREGON,CIUDAD DE MEXICO,W0573,57,4831.0,C
1-823580-SF,M,28450,COMALA,COLIMA,V0393,172,6150.0,C
1-237978-X[,M,21270,MEXICALI,BAJA CALIFORNIA,W1458,145,6777.0,S
1-944782-TO,M,27260,TORREON,COAHUILA DE ZARAGOZA,W4248,424,9932.0,S
1-243940-QR,M,45110,ZAPOPAN,JALISCO,V0106,464,6150.0,C
1-563889-IF,M,44950,GUADALAJARA,JALISCO,W1832,183,6150.0,C
1-168094-SH,M,47600,TEPATITLAN DE MORELOS,JALISCO,V0129,1913,6150.0,C
1-712393-SN,M,97117,MERIDA,YUCATAN,Z0602,3060,9610.0,C
1-177190-SZ,F,45148,ZAPOPAN,JALISCO,W2902,290,6150.0,C
1-626268-SV,M,55870,ACOLMAN,MEXICO,W0408,40,9934.0,C
1-504516-KH,M,47480,LAGOS DE MORENO,JALISCO,V0149,151,9931.0,S
1-809890-IA,M,55120,ECATEPEC DE MORELOS,MEXICO,W0102,10,9934.0,S
1-952534-LC,F,3020,BENITO JUAREZ,CIUDAD DE MEXICO,W6528,652,4831.0,C
1-925686-VJ,F,7340,GUSTAVO A MADERO,CIUDAD DE MEXICO,V0397,40,9934.0,C
1-775804-AD,F,48200,TALPA DE ALLENDE,JALISCO,Z8031,3803,9934.0,C
1-274691-RR,M,44690,GUADALAJARA,JALISCO,Z0158,3015,4831.0,C
1-499850-DE,M,48050,AYUTLA,JALISCO,W1702,170,6150.0,C
1-115124-AD,M,94294,BOCA DEL RIO,VERACRUZ DE IGNACIO DE LA LLAVE,X9143,1914,9933.0,C
1-204489-JF,M,28017,COLIMA,COLIMA,W1882,188,6150.0,C
1-582819-VE,F,67193,GUADALUPE,NUEVO LEON,V0029,3803,9934.0,S
1-332433-ZG,M,72594,PUEBLA,PUEBLA,V0391,3032,9933.0,C
1-832486-ZE,F,48740,EL GRULLO,JALISCO,V0332,161,6150.0,C
1-136924-G[,M,97120,MERIDA,YUCATAN,V8156,375,9610.0,C
1-129628-TW,M,1090,ALVARO OBREGON,CIUDAD DE MEXICO,Z0038,3003,9934.0,S
1-786526-JT,M,64610,MONTERREY,NUEVO LEON,W2523,252,9932.0,C
1-515288-ZD,M,48740,EL GRULLO,JALISCO,W1614,161,6150.0,C
1-400406-GH,F,91120,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,V0277,334,9933.0,S
1-432692-TQ,F,44290,GUADALAJARA,JALISCO,W1214,121,6150.0,C
1-925099-WH,F,27200,TORREON,COAHUILA DE ZARAGOZA,W8092,809,9932.0,S
1-337256-EP,M,44620,GUADALAJARA,JALISCO,Z8083,3808,6150.0,C
1-107584-TV,M,81520,SALVADOR ALVARADO,SINALOA,X2163,1216,6777.0,C
1-451545-FI,M,23477,LOS CABOS,BAJA CALIFORNIA SUR,Z7094,3709,6777.0,U
1-966924-FQ,M,11360,MIGUEL HIDALGO,CIUDAD DE MEXICO,W0191,19,9934.0,S
1-152944-FD,F,6900,CUAUHTEMOC,CIUDAD DE MEXICO,W0991,99,9934.0,C
1-681130-PV,F,38040,CELAYA,GUANAJUATO,V0186,392,9931.0,C
1-474899-UD,F,60950,LAZARO CARDENAS,MICHOACAN DE OCAMPO,W1869,186,6150.0,C
1-459171-EZ,F,6700,CUAUHTEMOC,CIUDAD DE MEXICO,X9204,1920,9934.0,S
1-691925-YH,M,54080,TLALNEPANTLA DE BAZ,MEXICO,X1533,1153,9934.0,C
1-607579-GV,F,8610,IZTACALCO,CIUDAD DE MEXICO,W0998,99,9934.0,S
1-256379-GG,M,7920,GUSTAVO A MADERO,CIUDAD DE MEXICO,W0188,18,9934.0,C
1-655802-X\,M,45730,VILLA CORONA,JALISCO,W1832,183,6150.0,C
1-262621-HM,M,24100,CARMEN,CAMPECHE,V0263,306,9610.0,C
1-942708-AN,M,88610,REYNOSA,TAMAULIPAS,W2602,260,9932.0,C
1-962878-BE,M,87050,VICTORIA,TAMAULIPAS,W0294,29,4831.0,C
1-406130-SU,M,52977,ATIZAPAN DE ZARAGOZA,MEXICO,W0078,7,9934.0,C
1-348577-XO,F,6760,CUAUHTEMOC,CIUDAD DE MEXICO,W0233,23,9934.0,D
1-347346-HI,F,64530,MONTERREY,NUEVO LEON,W4213,421,9932.0,S
1-319678-JE,M,1900,ALVARO OBREGON,CIUDAD DE MEXICO,V0352,512,4831.0,C
1-501650-NW,F,83148,HERMOSILLO,SONORA,W1823,182,6777.0,C
1-371161-BG,M,3100,BENITO JUAREZ,CIUDAD DE MEXICO,V5036,499,4831.0,S
1-909803-YO,M,9210,IZTAPALAPA,CIUDAD DE MEXICO,W0731,73,4831.0,S
1-886741-EU,M,66278,SAN PEDRO GARZA GARCIA,NUEVO LEON,W2581,258,9932.0,C
1-343720-DY,F,9230,IZTAPALAPA,CIUDAD DE MEXICO,W0738,73,4831.0,V
1-727807-WB,F,1729,ALVARO OBREGON,CIUDAD DE MEXICO,W0995,99,9934.0,S
1-314078-UI,F,44298,GUADALAJARA,JALISCO,W1124,112,6150.0,S
1-636711-UA,M,53320,NAUCALPAN,MEXICO,V0651,99,9934.0,C
1-130747-XX,F,55120,ECATEPEC,MEXICO,V0591,3020,9934.0,C
1-810207-QL,F,44210,GUADALAJARA,JALISCO,V0112,1143,6150.0,C
1-353860-YA,M,64920,MONTERREY,NUEVO LEON,V0462,252,9932.0,S
1-442521-AP,M,45040,ZAPOPAN,JALISCO,W1068,106,6150.0,C
1-465981-QR,F,7990,GUSTAVO A MADERO,CIUDAD DE MEXICO,V0025,643,4831.0,S
1-605857-YE,F,22940,ENSENADA,BAJA CALIFORNIA,W1394,139,6777.0,C
1-209847-LF,M,21720,MEXICALI,BAJA CALIFORNIA,V0144,875,6777.0,C
1-716563-ZT,F,11700,MIGUEL HIDALGO,CIUDAD DE MEXICO,V0456,763,9934.0,C
1-945964-OU,F,97133,MERIDA,YUCATAN,W0263,26,4831.0,S
1-475368-KF,M,37100,LEON,GUANAJUATO,W4141,414,9931.0,C
1-995521-WW,F,21230,MEXICALI,BAJA CALIFORNIA,W1452,145,6777.0,S
1-293261-MD,F,91938,VERACRUZ,VERACRUZ DE IGNACIO DE LA LLAVE,W0208,20,4831.0,C
1-740122-SF,M,1900,ALVARO OBREGON,CIUDAD DE MEXICO,V8155,3006,9934.0,C
1-302039-CU,M,86150,CENTRO,TABASCO,V0558,351,9610.0,C
1-335040-MR,F,94293,BOCA DEL RIO,VERACRUZ DE IGNACIO DE LA LLAVE,W3378,337,9933.0,S
1-571936-AJ,F,20277,AGUASCALIENTES,AGUASCALIENTES,V0433,709,9931.0,C
1-230082-F\,F,3300,BENITO JUAREZ,CIUDAD DE MEXICO,W0261,26,4831.0,S
1-273657-RL,M,6450,CUAUHTEMOC,CIUDAD DE MEXICO,W0093,9,4831.0,C
1-209632-KO,M,97288,MERIDA,YUCATAN,W3762,376,9610.0,C
1-656125-Q[,M,75200,TEPEACA,PUEBLA,V0339,462,9933.0,C
1-147841-U\,F,9260,IZTAPALAPA,CIUDAD DE MEXICO,W5093,509,9933.0,C
1-849390-[G,M,86035,CENTRO,TABASCO,V1068,346,9610.0,C
1-617280-QN,F,64986,MONTERREY,NUEVO LEON,V1059,194,9932.0,C
1-445341-LH,M,21255,MEXICALI,BAJA CALIFORNIA,V0238,148,6777.0,C
1-355678-OD,M,53690,NAUCALPAN,MEXICO,Y4593,23,9934.0,S
1-194006-SG,M,1900,ALVARO OBREGON,CIUDAD DE MEXICO,W5801,580,4831.0,C
1-922904-AN,M,62714,AYALA,MORELOS,W0888,88,4831.0,C
1-966955-CL,M,25034,SALTILLO,COAHUILA DE ZARAGOZA,V0363,242,9932.0,C
1-493689-H\,F,45150,ZAPOPAN,JALISCO,W1009,100,6150.0,C
1-652783-C\,M,23450,LOS CABOS,BAJA CALIFORNIA SUR,X6873,1687,6777.0,C
1-742172-E[,F,78140,SAN LUIS POTOSI,SAN LUIS POTOSI,W2748,274,9931.0,C
1-986983-SW,M,94740,CAMERINO Z MENDOZA,VERACRUZ DE IGNACIO DE LA LLAVE,V1071,3032,9933.0,C
1-843672-RI,F,23040,LA PAZ,BAJA CALIFORNIA SUR,W6428,642,9934.0,C
1-542732-BJ,M,25250,SALTILLO,COAHUILA DE ZARAGOZA,W2428,242,9932.0,S
1-508702-[J,M,42035,PACHUCA DE SOTO,HIDALGO,W0994,99,9934.0,C
1-143926-GF,M,22030,TIJUANA,BAJA CALIFORNIA,W1014,101,6777.0,C
1-491272-QW,M,72430,PUEBLA,PUEBLA,V0370,1108,9933.0,S
1-124593-FD,F,45110,ZAPOPAN,JALISCO,V0281,115,6150.0,C
1-200768-NB,M,55104,ECATEPEC,MEXICO,W0358,35,9934.0,C
1-906135-KE,M,44950,GUADALAJARA,JALISCO,X1002,1100,9934.0,C
1-436606-[M,M,16020,XOCHIMILCO,CIUDAD DE MEXICO,Z0135,3013,4831.0,S
1-873328-I[,M,11320,MIGUEL HIDALGO,CIUDAD DE MEXICO,W0078,7,9934.0,C
1-959534-DC,M,2480,AZCAPOTZALCO,CIUDAD DE MEXICO,W9823,982,9934.0,S
1-223773-S[,M,4870,COYOACAN,CIUDAD DE MEXICO,W0018,1,4831.0,C
1-450914-GS,F,92083,OZULUAMA,VERACRUZ DE IGNACIO DE LA LLAVE,X2433,1243,9933.0,C
1-367776-B[,M,76040,SANTIAGO DE QUERETARO,QUERETARO,V0168,404,9931.0,C
1-228356-E[,F,86500,CARDENAS,TABASCO,W3481,348,9610.0,V
1-813542-ER,M,13530,TLAHUAC,CIUDAD DE MEXICO,W5591,559,4831.0,C
1-216112-KX,F,54090,TLALNEPANTLA DE BAZ,MEXICO,Z0038,3003,9934.0,S
1-683044-JX,M,45190,ZAPOPAN,JALISCO,W5045,504,6150.0,S
1-603101-MT,M,27010,TORREON,COAHUILA DE ZARAGOZA,V1052,811,9932.0,C
1-870577-HA,M,92400,EL HIGO,VERACRUZ DE IGNACIO DE LA LLAVE,X6641,1664,9932.0,C
1-246135-[C,F,21210,MEXICALI,BAJA CALIFORNIA,W1492,149,6777.0,S
1-982843-UM,M,44620,GUADALAJARA,JALISCO,W0164,16,9934.0,S
1-153563-PL,F,3310,BENITO JUAREZ,CIUDAD DE MEXICO,W0476,47,4831.0,S
1-675434-[Y,M,56130,TEXCOCO,MEXICO,V0508,563,4831.0,U
1-303468-WA,M,21100,MEXICALI,BAJA CALIFORNIA,V0104,149,6777.0,C
1-897811-TE,M,2800,AZCAPOTZALCO,CIUDAD DE MEXICO,Z0583,3058,9934.0,C
1-285660-HH,F,28979,VILLA DE ALVAREZ,COLIMA,W0151,15,4831.0,C
1-726525-NA,F,9030,IZTAPALAPA,CIUDAD DE MEXICO,W0602,60,4831.0,S
1-655157-GZ,M,42950,TLAXCOAPAN,HIDALGO,W0078,7,9934.0,C
1-168071-LK,F,9510,IZTAPALAPA,CIUDAD DE MEXICO,W0263,26,4831.0,C
1-646372-WZ,M,89120,TAMPICO,TAMAULIPAS,W2734,273,9932.0,C
1-241751-[K,F,31000,CHIHUAHUA,CHIHUAHUA,V0563,218,6777.0,S
1-727928-IZ,M,44380,GUADALAJARA,JALISCO,W1158,115,6150.0,S
1-843761-DI,M,4800,COYOACAN,CIUDAD DE MEXICO,W0321,32,4831.0,C
1-427435-TP,M,2780,AZCAPOTZALCO,CIUDAD DE MEXICO,V0508,26,4831.0,C
1-833373-IN,F,27104,TORREON,COAHUILA DE ZARAGOZA,W4743,474,9932.0,C
1-893651-KP,M,27058,TORREON,COAHUILA DE ZARAGOZA,Z0154,3015,4831.0,C
1-553402-MQ,M,14040,TLALPAN,CIUDAD DE MEXICO,W6863,686,4831.0,U
1-727617-RJ,F,44630,GUADALAJARA,JALISCO,V0399,3046,6150.0,U
1-542529-WI,M,7000,GUSTAVO A MADERO,CIUDAD DE MEXICO,W3468,346,9610.0,C
1-715226-ZT,M,45087,ZAPOPAN,JALISCO,W1068,106,6150.0,C
