customeraccount,sexo,cp,ciudad,estado,cve_prom,cve_suc,cve_zona,edo_civil,CVE_SUC,NOM_SUC,CVE_ZONA,NOM_ZONA,CVE_COORD,NOM_COORD,latitud,longitud
1-294800-UH,M,27148,TORREON,COAHUILA DE ZARAGOZA,W4248,424,9932.0,S,424,SUC. LOS ANGELES,9932,D DIV RB NORTE,8727,N09 - TORREON,25.5514883,-103.4506568
1-825939-SH,F,44100,GUADALAJARA,JALISCO,W1048,104,6150.0,C,104,SUC. PROVINCIAL,6150,D DIV RB OCCIDENTE,6056,O02 - GUADALAJARA,20.674935,-103.3474109
1-406791-GJ,M,47170,SAN JULIAN,JALISCO,W1651,165,6150.0,C,165,SUC. SAN JULIAN,6150,D DIV RB OCCIDENTE,6053,O05 - ALTOS JALISCO,21.0086847,-102.1831758
1-674845-PX,F,28018,COLIMA,COLIMA,X9611,1961,6150.0,C,1961,SUC. SEVILLA DEL RIO,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.2626442,-103.6936197
1-713110-DZ,M,72570,PUEBLA,PUEBLA,Z0323,3032,9933.0,C,3032,SUC. REFORMA CENTRO,9933,D DIV RB  SUR,5223,S02 - PUEBLA,19.008832,-98.1929188
1-938226-CV,F,72430,PUEBLA,PUEBLA,Z0323,3032,9933.0,S,3032,SUC. REFORMA CENTRO,9933,D DIV RB  SUR,5223,S02 - PUEBLA,19.024271,-98.2186344
1-557858-LT,M,72420,PUEBLA,PUEBLA,V0391,1108,9933.0,C,1108,SUC. HUEXOTITLA,9933,D DIV RB  SUR,5223,S02 - PUEBLA,19.0301911,-98.2106838
1-511690-VM,F,97000,MERIDA,YUCATAN,W3752,375,9610.0,C,375,SUC.SANTIAGO,9610,D DIV RB PENINSULAR,9308,P05 - PENINSULA,20.9688726,-89.6234251
1-487680-FH,M,54020,TLALNEPANTLA,MEXICO,V0314,3557,9934.0,C,3557,SUC. REFORMA PALMERA,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.5631434,-99.20784
1-109093-YR,M,48900,AUTLAN DE NAVARRO,JALISCO,V0324,159,6150.0,C,159,SUC. AUTLAN SUC. ASIG.III,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.7676272,-104.3727414
1-243546-R\,F,44630,GUADALAJARA,JALISCO,V0112,714,6150.0,C,714,SUC. CONCENTRO,6150,D DIV RB OCCIDENTE,6135,O01 - GUADALAJARA,20.6986377,-103.3755846
1-956848-CN,M,51950,TONATICO,MEXICO,W0018,1,4831.0,S,1,SUC. JUAREZ.,4831,D DIV RB METRO SUR,5202,MS02 - CENTRO,18.8037819,-99.6675231
1-174414-Q\,M,63507,TEPIC,NAYARIT,W1718,171,6150.0,C,171,SUC. TEPIC CENTRO,6150,D DIV RB OCCIDENTE,6050,O04 -GUADALAJARA,21.5597619,-104.9740181
1-232057-IA,M,82120,MAZATLAN,SINALOA,W2043,204,6777.0,C,204,SUC. MAZATLAN CARRASCO,6777,D DIV  RB NOROESTE,7218,NO08 - SINALOA NORTE,23.2445495,-106.4262632
1-890173-YF,M,48200,TALPA DE ALLENDE,JALISCO,W1638,163,6150.0,C,163,SUC. PUERTO VALLARTA,6150,D DIV RB OCCIDENTE,6050,O04 -GUADALAJARA,20.3809444,-104.824102
1-722597-XK,F,62270,CUERNAVACA,MORELOS,W0861,86,4831.0,C,86,SUC. CUERNAVACA LA SELVA,4831,D DIV RB METRO SUR,5814,MS06 - MORELOS,18.9377442,-99.2351681
1-772605-ZI,F,15850,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,W5422,542,4831.0,S,542,SUC. BOUTURINI,4831,D DIV RB METRO SUR,5202,MS02 - CENTRO,19.4081456,-99.1182508
1-592983-LR,M,83250,HERMOSILLO,SONORA,W9271,927,6777.0,C,927,SUC. CENTENARIO,6777,D DIV  RB NOROESTE,7009,NO04 - HERMOSILLO,29.0781313,-110.9764875
1-674839-DX,M,47270,ENCARNACION DE DIAZ,JALISCO,W1563,156,9931.0,C,156,SUC. ENCARNACION,9931,D DIV RB CENTRO,6204,C01 - LEON,21.5320748,-102.2376678
1-355893-AC,F,28870,MANZANILLO,COLIMA,W1528,152,6150.0,C,152,SUC. MANZANILLO,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.1161592,-104.2670524
1-519616-TA,F,92870,TUXPAN,VERACRUZ DE IGNACIO DE LA LLAVE,V0292,342,9933.0,S,342,SUC. TUXPAN,9933,D DIV RB  SUR,8611,S06 - POZA RICA,20.9461142,-97.3859553
1-859862-LK,F,72410,PUEBLA,PUEBLA,W3148,314,9933.0,C,314,SUC.LOS ANGELES,9933,D DIV RB  SUR,5218,S01 - PUEBLA,19.0379141,-98.215767
1-218462-YX,F,66236,SAN PEDRO GARZA GARCIA,NUEVO LEON,X6348,1634,9932.0,C,1634,SUC. MALL SAN PEDRO,9932,D DIV RB NORTE,8003,N02 - MONTERREY 2,25.6560521,-100.3909658
1-230523-XY,F,1710,ALVARO OBREGON,CIUDAD DE MEXICO,W5848,584,4831.0,D,584,SUC. PLAZA LAS AGUILAS,4831,D DIV RB METRO SUR,5230,MS01 - ALTAVISTA,19.3601013,-99.2068357
1-409844-PP,F,91030,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,W3344,334,9933.0,D,334,SUC. XALAPA CRYSTAL,9933,D DIV RB  SUR,8471,S04 - XALAPA,19.5414993,-96.9251385
1-478833-E[,M,47170,SAN JULIAN,JALISCO,W1651,165,6150.0,C,165,SUC. SAN JULIAN,6150,D DIV RB OCCIDENTE,6053,O05 - ALTOS JALISCO,21.0086847,-102.1831758
1-515907-NB,F,14300,TLALPAN,CIUDAD DE MEXICO,V0025,643,4831.0,D,643,SUC. GALERIAS COAPA,4831,D DIV RB METRO SUR,5215,MS07 - XOCHIMILCO,19.2994003,-99.1257553
1-358104-[G,M,24154,CARMEN,CAMPECHE,V0546,1865,9610.0,C,1865,SUC. CUAUHTEMOC,9610,D DIV RB PENINSULAR,9308,P05 - PENINSULA,18.6555266,-91.7966644
1-461242-T\,M,73160,HUAUCHINANGO,PUEBLA,V0553,327,9933.0,C,327,SUC. HUAUCHINANGO PUEBLA,9933,D DIV RB  SUR,8611,S06 - POZA RICA,20.1762623,-97.9945056
1-668688-VP,F,2780,AZCAPOTZALCO,CIUDAD DE MEXICO,V0056,50,9934.0,S,50,SUC. AZCAPOTZALCO,9934,D DIV RB METRO NORTE,5206,MN06 - LINDAVISTA,19.4744237,-99.1966987
1-744702-IR,M,2670,AZCAPOTZALCO,CIUDAD DE MEXICO,V0320,433,9934.0,C,433,SUC.CUITLAHUAC VALLEJO,9934,D DIV RB METRO NORTE,5206,MN06 - LINDAVISTA,19.475622,-99.163802
1-636980-HV,F,3100,BENITO JUAREZ,CIUDAD DE MEXICO,V0090,67,4831.0,C,67,SUC. COAPLAZA,4831,D DIV RB METRO SUR,5215,MS07 - XOCHIMILCO,19.3845688,-99.1698933
1-518163-[F,M,1790,ALVARO OBREGON,CIUDAD DE MEXICO,W1011,101,6777.0,C,101,SUC. TIJUANA,6777,D DIV  RB NOROESTE,7489,NO02 - PACIFICO NORTE,19.3436777,-99.2054645
1-211493-VF,M,45237,ZAPOPAN,JALISCO,Z0154,3015,4831.0,C,3015,SUC. GALERIAS INSURGENTES,4831,D DIV RB METRO SUR,5212,MS08 - COYOACAN,20.6128374,-103.4639489
1-770431-GW,M,37297,LEON,GUANAJUATO,X8923,1892,9931.0,C,1892,SUC. TORRES LANDA,9931,D DIV RB CENTRO,6204,C01 - LEON,21.1089636,-101.6128392
1-581454-GY,M,52929,ATIZAPAN DE ZARAGOZA,MEXICO,W0684,68,9934.0,S,68,SUC. VILLAS DE LA HACIENDA,9934,D DIV RB METRO NORTE,5238,MN07 - CUAUTITLAN,19.6053079,-99.2277908
1-712974-CX,F,21280,MEXICALI,BAJA CALIFORNIA,W1493,149,6777.0,C,149,SUC. CENTRO CIVICO,6777,D DIV  RB NOROESTE,7611,NO03 - MEXICALI,32.6318402,-115.4494754
1-783140-GU,M,77533,BENITO JUAREZ,QUINTANA ROO,W0422,42,4831.0,C,42,SUC. AEROPUERTO SALA A,4831,D DIV RB METRO SUR,5226,MS10 - AEROPUERTO,21.1245118,-86.8362759
1-729111-W\,F,92840,TUXPAN,VERACRUZ DE IGNACIO DE LA LLAVE,W3423,342,9933.0,C,342,SUC. TUXPAN,9933,D DIV RB  SUR,8611,S06 - POZA RICA,20.9573062,-97.385863
1-744944-GL,M,28017,COLIMA,COLIMA,W1882,188,6150.0,V,188,SUC. SAN FRANCISCO COLIMA,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.26084,-103.7175839
1-445188-QW,M,59650,ZAMORA,MICHOACAN DE OCAMPO,W9234,923,6150.0,C,923,SUC. JARDINADAS,6150,D DIV RB OCCIDENTE,6526,O07 - MORELIA,19.991432,-102.2945266
1-201230-[X,F,28017,COLIMA,COLIMA,V0408,1961,6150.0,C,1961,SUC. SEVILLA DEL RIO,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.26084,-103.7175839
1-610138-OF,M,48900,AUTLAN DE NAVARRO,JALISCO,V0324,159,6150.0,C,159,SUC. AUTLAN SUC. ASIG.III,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.7676272,-104.3727414
1-822089-NQ,M,49700,SAN GABRIEL,JALISCO,W1662,166,6150.0,C,166,SUC. SAN GABRIEL,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.747949,-103.7591639
1-908492-NW,F,44647,GUADALAJARA,JALISCO,V0399,3046,6150.0,V,3046,SUC. TERRANOVA,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA,20.6938821,-103.385746
1-377594-VV,F,74585,CHIETLA,PUEBLA,W3195,319,9933.0,C,319,SUC. IZUCAR MATAMOROS,9933,D DIV RB  SUR,5218,S01 - PUEBLA,18.5108055,-98.6086898
1-468450-MG,M,22183,TIJUANA,BAJA CALIFORNIA,W1342,134,6777.0,C,134,SUC. JAUJA,6777,D DIV  RB NOROESTE,7402,NO01 - TIJUANA,32.4577344,-116.9606743
1-363817-KH,F,22224,TIJUANA,BAJA CALIFORNIA,V1041,452,6777.0,S,452,SUC. VILLAFONTANA,6777,D DIV  RB NOROESTE,7611,NO03 - MEXICALI,32.4642161,-116.911826
1-682159-FE,M,67320,SANTIAGO,NUEVO LEON,X0261,1026,9932.0,S,1026,SUC. EL CERCADO,9932,D DIV RB NORTE,8011,N04 - MONTERREY 4,25.4015267,-100.1284449
1-387568-[B,M,2060,AZCAPOTZALCO,CIUDAD DE MEXICO,W0502,50,9934.0,C,50,SUC. AZCAPOTZALCO,9934,D DIV RB METRO NORTE,5206,MN06 - LINDAVISTA,19.4750926,-99.1758649
1-664708-OW,M,45010,ZAPOPAN,JALISCO,W1009,100,6150.0,S,100,SUC. OFICINA CENTRAL GUADALAJA,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA,20.6578316,-103.4446538
1-304939-MX,F,14110,TLALPAN,CIUDAD DE MEXICO,Z0161,3016,4831.0,C,3016,SUC. TORRE ZAFIRO,4831,D DIV RB METRO SUR,5214,MS05 - PEDREGAL,19.3007483,-99.2102078
1-209390-[Z,F,10100,LA MAGDALENA CONTRERAS,CIUDAD DE MEXICO,W0398,39,4831.0,S,39,SUC. SAN JERONIMO,4831,D DIV RB METRO SUR,5230,MS01 - ALTAVISTA,19.3365171,-99.2069108
1-699556-FK,M,10340,LA MAGDALENA CONTRERAS,CIUDAD DE MEXICO,X5744,1574,4831.0,C,1574,SUC. PLAZA LA MAGDALENA,4831,D DIV RB METRO SUR,5230,MS01 - ALTAVISTA,19.3215045,-99.2486881
1-615079-XK,M,14140,TLALPAN,CIUDAD DE MEXICO,V0506,3013,4831.0,C,3013,SUC. CENTRO COMERCIAL PERISUR,4831,D DIV RB METRO SUR,5214,MS05 - PEDREGAL,19.3074919,-99.2241609
1-117387-T\,M,2420,AZCAPOTZALCO,CIUDAD DE MEXICO,W5513,551,9934.0,S,551,SUC. TEZOZOMOC,9934,D DIV RB METRO NORTE,5206,MN06 - LINDAVISTA,19.4977597,-99.210904
1-726088-HA,M,78000,SAN LUIS POTOSI,SAN LUIS POTOSI,W2885,288,9931.0,S,288,SUC. CENTRO SLP,9931,D DIV RB CENTRO,6210,C05 - S.L.P,22.1516532,-100.974907
1-764537-[Y,M,78230,SAN LUIS POTOSI,SAN LUIS POTOSI,W2885,288,9931.0,C,288,SUC. CENTRO SLP,9931,D DIV RB CENTRO,6210,C05 - S.L.P,22.1534732,-100.9860146
1-712913-MS,M,24087,CAMPECHE,CAMPECHE,W3693,369,9610.0,U,369,SUC.CAMPECHE,9610,D DIV RB PENINSULAR,9308,P05 - PENINSULA,19.8496479,-90.4897282
1-300994-QD,M,66276,SAN PEDRO GARZA GARCIA,NUEVO LEON,W2532,253,9932.0,C,253,SUC. IND. NORTE,9932,D DIV RB NORTE,8150,N01 - MONTERREY 1,25.6433028,-100.3322124
1-822229-XU,F,76020,QUERETARO,QUERETARO,W2592,259,9931.0,S,259,SUC. EJERCITO,9931,D DIV RB CENTRO,6607,C03 - QUERETARO,20.597586,-100.3816715
1-424556-RD,M,79305,CIUDAD DEL MAIZ,SAN LUIS POTOSI,W2748,274,9931.0,C,274,SUC. CENTRO LEON,9931,D DIV RB CENTRO,6204,C01 - LEON,22.5227723,-99.3190884
1-353427-QR,M,52763,HUIXQUILUCAN,MEXICO,V8155,3026,9934.0,S,3026,SUC. LOMAS DE TECAMACHALCO,9934,D DIV RB METRO NORTE,5235,MN03 - SANTA FE,19.3877489,-99.2868362
1-587015-TD,M,16000,XOCHIMILCO,CIUDAD DE MEXICO,W0772,77,9934.0,S,77,SUC. NUEVO LEON,9934,D DIV RB METRO NORTE,5224,MN05 - CONDESA ROMA,19.2691576,-99.1047491
1-992240-OG,M,6300,CUAUHTEMOC,CIUDAD DE MEXICO,W0995,99,9934.0,C,99,SUC. TORRE HSBC,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.4460135,-99.1435504
1-468592-PV,F,21225,MEXICALI,BAJA CALIFORNIA,W1462,146,6777.0,C,146,SUC. CD. MORELOS,6777,D DIV  RB NOROESTE,7611,NO03 - MEXICALI,32.6609256,-115.3913551
1-512963-KQ,M,47300,YAHUALICA DE GONZALEZ GAL,JALISCO,W1648,164,6150.0,S,164,SUC. YAHUALICA,6150,D DIV RB OCCIDENTE,6053,O05 - ALTOS JALISCO,21.1790507,-102.8851294
1-667166-QE,M,86780,JONUTA,TABASCO,W9813,981,9610.0,C,981,SUC. EMILIANO ZAPATA,9610,D DIV RB PENINSULAR,9000,P02 - TABASCO,18.0906635,-92.1374673
1-871410-AI,F,3020,BENITO JUAREZ,CIUDAD DE MEXICO,W6521,652,4831.0,C,652,SUC. MONTERREY,4831,D DIV RB METRO SUR,5231,MS03 - FELIX CUEVAS,19.3925149,-99.1579012
1-430132-XU,M,49600,ZAPOTILTIC,JALISCO,W1578,157,6150.0,C,157,SUC. ZAPOTILTIC,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.6302845,-103.4234268
1-390577-F\,F,54140,TLALNEPANTLA DE BAZ,MEXICO,W0345,34,9934.0,D,34,SUC. VALLEJO,9934,D DIV RB METRO NORTE,5206,MN06 - LINDAVISTA,19.5352438,-99.1675487
1-119452-WQ,M,53240,NAUCALPAN,MEXICO,V0426,587,9934.0,C,587,SUC. JARDINES DE SAN MATEO,9934,D DIV RB METRO NORTE,5205,MN04 - SATELITE,19.4909534,-99.2511567
1-509006-XJ,M,11910,MIGUEL HIDALGO,CIUDAD DE MEXICO,V0519,494,9934.0,C,494,SUC.CTRO.COMERCIAL SANTACRUZ,9934,D DIV RB METRO NORTE,5205,MN04 - SATELITE,19.3930888,-99.2438815
1-165794-HA,F,42060,PACHUCA DE SOTO,HIDALGO,X9773,1977,9934.0,S,1977,SUC. ZONA PLATEADA PACHUCA,9934,D DIV RB CENTRO,5908,C06 - PACHUCA,20.1202233,-98.7438756
1-732925-KG,F,14410,TLALPAN,CIUDAD DE MEXICO,W0192,19,9934.0,S,19,SUC. POLANCO,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.283512,-99.181925
1-638759-[X,F,90500,HUAMANTLA,TLAXCALA,W3283,328,9933.0,C,328,SUC. HUAMANTLA,9933,D DIV RB  SUR,5236,S03 - PUEBLA-TLAXCALA,19.3136011,-97.9221877
1-116353-PO,M,55055,ECATEPEC DE MORELOS,MEXICO,W0278,27,9934.0,S,27,SUC. VILLA,9934,D DIV RB METRO NORTE,5206,MN06 - LINDAVISTA,19.6113207,-99.0166891
1-225641-H\,M,64834,MONTERREY,NUEVO LEON,W2523,252,9932.0,C,252,SUC. PLAZA FIESTA ANAHUAC,9932,D DIV RB NORTE,8039,N03 - MONTERREY 3,25.6506258,-100.270734
1-702869-YR,M,1710,ALVARO OBREGON,CIUDAD DE MEXICO,V0052,310,9933.0,D,310,SUC. LA PAZ,9933,D DIV RB  SUR,5218,S01 - PUEBLA,19.3601013,-99.2068357
1-544851-IK,F,21850,MEXICALI,BAJA CALIFORNIA,Z0282,3028,9934.0,C,3028,SUC. PASEO TOLLOCAN,9934,D DIV RB METRO NORTE,5207,MN01 - TOLUCA,31.0267298,-114.8407098
1-993916-NW,M,8500,IZTACALCO,CIUDAD DE MEXICO,W0091,9,4831.0,S,9,SUC. TACUBAYA,4831,D DIV RB METRO SUR,5231,MS03 - FELIX CUEVAS,19.402507,-99.0687326
1-935082-WQ,F,3650,BENITO JUAREZ,CIUDAD DE MEXICO,W0443,44,4831.0,C,44,SUC. INSURGENTES NAPOLES,4831,D DIV RB METRO SUR,5231,MS03 - FELIX CUEVAS,19.3764431,-99.156702
1-949398-KB,M,83249,HERMOSILLO,SONORA,V0470,180,6777.0,S,180,SUC. CENTRO OBREGON,6777,D DIV  RB NOROESTE,7101,NO05 - CD OBREGON,29.0879151,-111.0006896
1-748905-UQ,F,47600,TEPATITLAN DE MORELOS,JALISCO,W1583,158,6150.0,C,158,SUC. TEPATITLAN,6150,D DIV RB OCCIDENTE,6053,O05 - ALTOS JALISCO,20.8171289,-102.7618161
1-716994-KH,M,48900,AUTLAN DE NAVARRO,JALISCO,V0324,161,6150.0,C,161,SUC. EL GRULLO,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.7676272,-104.3727414
1-895627-RK,F,48760,TONAYA,JALISCO,W1673,167,6150.0,C,167,SUC. TONAYA,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.7834143,-103.9679376
1-273351-YL,M,22244,TIJUANA,BAJA CALIFORNIA,W2093,209,6777.0,C,209,SUC. FUTURAMA,6777,D DIV  RB NOROESTE,7815,NO12 - CD JUAREZ,32.4577827,-116.8880459
1-972566-GW,M,39850,ACAPULCO DE JUAREZ,GUERRERO,V0099,75,9933.0,C,75,SUC.ACAPULCO COSTERA,9933,D DIV RB  SUR,5225,S08 - GUERRERO,16.8506859,-99.8492784
1-555687-UV,F,15900,VENUSTIANO CARRANZA,CIUDAD DE MEXICO,V0046,599,4831.0,S,599,SUC. FRAY SERVANDO,4831,D DIV RB METRO SUR,5226,MS10 - AEROPUERTO,19.416667,-99.113889
1-643486-AL,M,37299,LEON,GUANAJUATO,W4118,411,9931.0,C,411,SUC. JULIAN DE OBREGON,9931,D DIV RB CENTRO,6204,C01 - LEON,21.1138462,-101.5996801
1-685915-OU,M,29057,TUXTLA GUTIERREZ,CHIAPAS,V0286,401,9610.0,C,401,SUC.PLAZA CRYSTAL,9610,D DIV RB PENINSULAR,9105,P03 - CHIAPAS,16.7509784,-93.1758672
1-226539-SP,F,74800,TEHUITZINGO,PUEBLA,W3191,319,9933.0,S,319,SUC. IZUCAR MATAMOROS,9933,D DIV RB  SUR,5218,S01 - PUEBLA,18.3328994,-98.2771664
1-417120-KA,F,11830,MIGUEL HIDALGO,CIUDAD DE MEXICO,W0093,9,4831.0,S,9,SUC. TACUBAYA,4831,D DIV RB METRO SUR,5231,MS03 - FELIX CUEVAS,19.403832,-99.1984865
1-747564-AT,M,44630,GUADALAJARA,JALISCO,Z0461,3046,6150.0,C,3046,SUC. TERRANOVA,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA,20.6986377,-103.3755846
1-709114-XF,F,48760,TONAYA,JALISCO,W1673,167,6150.0,S,167,SUC. TONAYA,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.7834143,-103.9679376
1-739475-HQ,M,45730,VILLA CORONA,JALISCO,V0330,162,6150.0,S,162,SUC. ARANDAS,6150,D DIV RB OCCIDENTE,6053,O05 - ALTOS JALISCO,20.4136105,-103.6647475
1-125518-YV,F,28000,COLIMA,COLIMA,V0393,172,6150.0,S,172,SUC. COLIMA CENTRO,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.2407185,-103.7247395
1-151265-ML,M,1400,ALVARO OBREGON,CIUDAD DE MEXICO,W0368,36,4831.0,S,36,SUC. MIXCOAC,4831,D DIV RB METRO SUR,5230,MS01 - ALTAVISTA,19.3749773,-99.2123644
1-422826-TS,F,34105,DURANGO,DURANGO,V0065,220,9932.0,V,220,SUC. CENTRO DURANGO,9932,D DIV RB NORTE,7903,N11 - DURANGO,24.0089206,-104.6938229
1-484194-KU,M,1070,ALVARO OBREGON,CIUDAD DE MEXICO,V0506,3013,4831.0,C,3013,SUC. CENTRO COMERCIAL PERISUR,4831,D DIV RB METRO SUR,5214,MS05 - PEDREGAL,19.3445105,-99.1863038
1-125930-RL,F,11850,MIGUEL HIDALGO,CIUDAD DE MEXICO,V0003,835,4831.0,C,835,SUC. PLAZA DE LA CONSTITUCION,4831,D DIV RB METRO SUR,5202,MS02 - CENTRO,19.4144386,-99.1830639
1-860363-SJ,M,50050,TOLUCA,MEXICO,W0998,99,9934.0,C,99,SUC. TORRE HSBC,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.2972355,-99.6568987
1-290114-VQ,F,45199,ZAPOPAN,JALISCO,V0431,695,6150.0,C,695,SUC. ATEMAJAC,6150,D DIV RB OCCIDENTE,6135,O01 - GUADALAJARA,20.7387229,-103.3376363
1-197235-WM,M,14275,TLALPAN,CIUDAD DE MEXICO,W0182,18,9934.0,C,18,SUC. GUADALUPE,9934,D DIV RB METRO NORTE,5224,MN05 - CONDESA ROMA,19.2658563,-99.2091951
1-539853-YN,F,29020,TUXTLA GUTIERREZ,CHIAPAS,W4013,401,9610.0,C,401,SUC.PLAZA CRYSTAL,9610,D DIV RB PENINSULAR,9105,P03 - CHIAPAS,16.7591685,-93.1686335
1-595246-VY,M,2050,AZCAPOTZALCO,CIUDAD DE MEXICO,W9483,948,9934.0,S,948,SUC. NEXTENGO,9934,D DIV RB METRO NORTE,5206,MN06 - LINDAVISTA,19.4786088,-99.17735
1-986071-QC,M,72570,PUEBLA,PUEBLA,W3168,316,9933.0,C,316,SUC. SAN MANUEL,9933,D DIV RB  SUR,5223,S02 - PUEBLA,19.008832,-98.1929188
1-923832-NT,M,86800,TEAPA,TABASCO,W3578,357,9610.0,C,357,SUC. TEAPA,9610,D DIV RB PENINSULAR,9000,P02 - TABASCO,17.5491628,-92.9529082
1-732611-B[,M,86500,CARDENAS,TABASCO,V0297,348,9610.0,C,348,SUC. CARDENAS,9610,D DIV RB PENINSULAR,9000,P02 - TABASCO,17.9981457,-93.375123
1-208395-YU,F,4700,COYOACAN,CIUDAD DE MEXICO,W0638,63,4831.0,C,63,SUC. HOLBEIN,4831,D DIV RB METRO SUR,5231,MS03 - FELIX CUEVAS,19.3081341,-99.1680962
1-630596-B\,F,45058,ZAPOPAN,JALISCO,W2908,290,6150.0,C,290,SUC. PZA. ARBOLEDAS,6150,D DIV RB OCCIDENTE,6135,O01 - GUADALAJARA,20.6514835,-103.4246545
1-330829-K[,M,22940,ENSENADA,BAJA CALIFORNIA,W1392,139,6777.0,C,139,SUC. SAN QUINTIN,6777,D DIV  RB NOROESTE,7489,NO02 - PACIFICO NORTE,30.4893901,-115.973886
1-593342-SF,F,86220,NACAJUCA,TABASCO,W3454,345,9933.0,C,345,SUC. MINATITLAN,9933,D DIV RB  SUR,5219,S05 - VERACRUZ,18.1683541,-93.0189798
1-242472-GL,F,25280,SALTILLO,COAHUILA DE ZARAGOZA,W2378,237,9932.0,C,237,SUC. OFICINA CENTRAL SALTILLO,9932,D DIV RB NORTE,8210,N10 - SALTILLO,25.4407745,-100.9839921
1-299377-SA,M,94500,CORDOBA,VERACRUZ DE IGNACIO DE LA LLAVE,O9385,511,9934.0,S,511,SUC. MAZARIK,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,18.89189,-96.9325443
1-885474-PA,M,23470,LOS CABOS,BAJA CALIFORNIA SUR,V0350,1687,6777.0,U,1687,SUC. PLAZA SAN LUCAS,6777,D DIV  RB NOROESTE,7213,NO07 - B.C.S,22.8884829,-109.9156526
1-388465-MT,F,97130,MERIDA,YUCATAN,Z9032,3903,9610.0,S,3903,SUC. FRANCISCO DE MONTEJO,9610,D DIV RB PENINSULAR,9217,P01 - MERIDA,21.0258867,-89.5746869
1-785566-ZW,F,83138,HERMOSILLO,SONORA,W1693,169,6777.0,C,169,SUC. LUIS ENCINAS,6777,D DIV  RB NOROESTE,7009,NO04 - HERMOSILLO,29.1136292,-110.9791923
1-158397-BA,M,50220,TOLUCA,MEXICO,V0516,94,9934.0,C,94,SUC. ZONA INDUSTRIAL,9934,D DIV RB METRO NORTE,5207,MN01 - TOLUCA,19.3191039,-99.594664
1-718604-TR,M,29010,TUXTLA GUTIERREZ,CHIAPAS,W4018,401,9610.0,C,401,SUC.PLAZA CRYSTAL,9610,D DIV RB PENINSULAR,9105,P03 - CHIAPAS,16.7659863,-93.0990851
1-693592-HR,M,47270,ENCARNACION DE DIAZ,JALISCO,W1563,156,9931.0,C,156,SUC. ENCARNACION,9931,D DIV RB CENTRO,6204,C01 - LEON,21.5320748,-102.2376678
1-206143-RE,M,28870,MANZANILLO,COLIMA,V0165,184,6150.0,C,184,SUC. SANTIAGO COLIMA,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.1161592,-104.2670524
1-559947-TW,M,11000,MIGUEL HIDALGO,CIUDAD DE MEXICO,V8155,3006,9934.0,S,3006,SUC. LOMAS PALMAS,9934,D DIV RB METRO NORTE,5235,MN03 - SANTA FE,19.4216613,-99.2256635
1-803140-[T,M,6500,CUAUHTEMOC,CIUDAD DE MEXICO,W0998,99,9934.0,C,99,SUC. TORRE HSBC,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.4303992,-99.1695461
1-547713-XF,M,3100,BENITO JUAREZ,CIUDAD DE MEXICO,V0034,537,4831.0,C,537,SUC. FELIX CUEVAS,4831,D DIV RB METRO SUR,5231,MS03 - FELIX CUEVAS,19.3845688,-99.1698933
1-785942-EU,M,52700,CAPULHUAC,MEXICO,V0662,80,9934.0,C,80,SUC. SANTIAGO TIANGUISTENCO,9934,D DIV RB METRO NORTE,5207,MN01 - TOLUCA,19.1930977,-99.4648627
1-351594-MM,F,86179,CENTRO,TABASCO,V0180,3078,9610.0,C,3078,SUC. CIUDAD DEPORTIVA,9610,D DIV RB PENINSULAR,9000,P02 - TABASCO,17.9657481,-92.9512355
1-467082-RQ,F,52970,ATIZAPAN DE ZARAGOZA,MEXICO,V0649,68,9934.0,C,68,SUC. VILLAS DE LA HACIENDA,9934,D DIV RB METRO NORTE,5238,MN07 - CUAUTITLAN,19.5493053,-99.2414173
1-233963-ST,M,66240,SAN PEDRO GARZA GARCIA,NUEVO LEON,X1372,1137,9932.0,C,1137,SUC. H.E.B.,9932,D DIV RB NORTE,8003,N02 - MONTERREY 2,25.6555124,-100.3881573
