customeraccount,sexo,cp,ciudad,estado,cve_prom,cve_suc,cve_zona,edo_civil,CVE_SUC,NOM_SUC,CVE_ZONA,NOM_ZONA,CVE_COORD,NOM_COORD,latitud,longitud
1-248854-YF,M,44970,GUADALAJARA,JALISCO,W4494,449,6150.0,S,449,SUC. PLAZA SUR,6150,D DIV RB OCCIDENTE,6056,O02 - GUADALAJARA,20.6188654,-103.345458
1-352395-XY,M,91000,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,W3348,334,9933.0,C,334,SUC. XALAPA CRYSTAL,9933,D DIV RB  SUR,8471,S04 - XALAPA,19.5272747,-96.9235011
1-194540-WI,M,28017,COLIMA,COLIMA,V8154,822,6150.0,C,822,SUC. VILLA ALVAREZ,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.26084,-103.7175839
1-550533-RX,M,59300,LA PIEDAD,MICHOACAN DE OCAMPO,W2918,291,6150.0,C,291,SUC. LA PIEDAD,6150,D DIV RB OCCIDENTE,6053,O05 - ALTOS JALISCO,20.3417077,-102.0208252
1-813117-JV,M,48930,CASIMIRO CASTILLO,JALISCO,X1902,1190,6150.0,C,1190,SUC. CASIMIRO CASTILLO,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.6084856,-104.4458607
1-444266-RT,F,91900,VERACRUZ,VERACRUZ DE IGNACIO DE LA LLAVE,V0457,446,9933.0,S,446,SUC.RUIZ CORTINEZ,9933,D DIV RB  SUR,5219,S05 - VERACRUZ,19.1908314,-96.1287389
1-267230-VJ,F,22110,TIJUANA,BAJA CALIFORNIA,W1271,127,6777.0,S,127,SUC. LAS PALMAS,6777,D DIV  RB NOROESTE,7402,NO01 - TIJUANA,32.5092013,-116.9525255
1-779775-DD,M,8000,IZTACALCO,CIUDAD DE MEXICO,V0384,55,4831.0,C,55,SUC. UNIVERSIDAD,4831,D DIV RB METRO SUR,5231,MS03 - FELIX CUEVAS,19.395278,-99.097778
1-449283-NZ,M,20138,AGUASCALIENTES,AGUASCALIENTES,W4176,417,9931.0,C,417,SUC. PULGAS PANDAS,9931,D DIV RB CENTRO,6205,C02 - AGS ZAC,21.909871,-102.2989771
1-172678-S[,M,49600,ZAPOTILTIC,JALISCO,W1882,188,6150.0,C,188,SUC. SAN FRANCISCO COLIMA,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.6302845,-103.4234268
1-377284-ZW,M,24157,CARMEN,CAMPECHE,W3068,306,9610.0,D,306,SUC. CD. DEL CARMEN,9610,D DIV RB PENINSULAR,9308,P05 - PENINSULA,18.6513623,-91.7733309
1-155969-TP,M,76505,CADEREYTA DE MONTES,QUERETARO,V0704,1689,9931.0,S,1689,SUC. SORIANA QUINTANA,9931,D DIV RB CENTRO,6607,C03 - QUERETARO,20.6837482,-99.8313537
1-972068-IH,M,77505,BENITO JUAREZ,QUINTANA ROO,V0298,1234,9610.0,C,1234,SUC. KUKULKAN,9610,D DIV RB PENINSULAR,9236,P04 - CANCUN,21.1473207,-86.8338497
1-109443-IB,F,72550,PUEBLA,PUEBLA,W7793,779,9933.0,S,779,SUC. BUGAMBILIAS,9933,D DIV RB  SUR,5223,S02 - PUEBLA,19.0122714,-98.2059901
1-640993-QL,M,76170,SANTIAGO DE QUERETARO,QUERETARO,W2592,259,9931.0,C,259,SUC. EJERCITO,9931,D DIV RB CENTRO,6607,C03 - QUERETARO,20.5824814,-100.4095022
1-508837-ZW,M,1760,ALVARO OBREGON,CIUDAD DE MEXICO,V0031,1980,9933.0,C,1980,SUC. PLAZA PALMAS,9933,D DIV RB  SUR,5218,S01 - PUEBLA,19.3453408,-99.2104482
1-827501-HM,F,80300,CULIACAN,SINALOA,V5083,3976,6777.0,C,3976,TRES RIOS,6777,D DIV  RB NOROESTE,7103,NO09 - SINALOA SUR,24.7876581,-107.5100119
1-189544-XU,M,88000,NUEVO LAREDO,TAMAULIPAS,W2682,268,9932.0,C,268,SUC. ADUANA,9932,D DIV RB NORTE,8712,N08 - NUEVO LAREDO,27.48842,-99.5071893
1-164405-C[,M,1710,ALVARO OBREGON,CIUDAD DE MEXICO,X1372,1137,9932.0,C,1137,SUC. H.E.B.,9932,D DIV RB NORTE,8003,N02 - MONTERREY 2,19.3601013,-99.2068357
1-925919-LF,M,44656,GUADALAJARA,JALISCO,V0399,3046,6150.0,C,3046,SUC. TERRANOVA,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA,20.6893807,-103.3774524
1-397659-YX,M,66448,SAN NICOLAS DE LOS GARZA,NUEVO LEON,W0994,99,9934.0,C,99,SUC. TORRE HSBC,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,25.7474362,-100.2505152
1-273161-ZV,F,37530,LEON,GUANAJUATO,W0173,17,9934.0,S,17,SUC. ZONA ROSA,9934,D DIV RB METRO NORTE,5224,MN05 - CONDESA ROMA,21.091409,-101.6385121
1-305973-QN,F,53950,NAUCALPAN DE JUAREZ,MEXICO,W0722,72,9934.0,C,72,SUC. INTERLOMAS,9934,D DIV RB METRO NORTE,5235,MN03 - SANTA FE,19.4286266,-99.2319977
1-402607-TW,M,85800,NAVOJOA,SONORA,W1925,192,6777.0,C,192,SUC. NAVOJOA,6777,D DIV  RB NOROESTE,7101,NO05 - CD OBREGON,27.0786862,-109.4443988
1-503530-R\,F,47400,LAGOS DE MORENO,JALISCO,W1518,151,9931.0,C,151,SUC. LAGOS DE MORENO,9931,D DIV RB CENTRO,6204,C01 - LEON,21.3543224,-101.9345964
1-186631-D[,M,48050,AYUTLA,JALISCO,W1702,170,6150.0,C,170,SUC. AYUTLA,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,20.1289607,-104.3468293
1-995093-OM,M,44730,GUADALAJARA,JALISCO,W1124,112,6150.0,C,112,SUC. SANTUARIO,6150,D DIV RB OCCIDENTE,6135,O01 - GUADALAJARA,20.6776847,-103.3134523
1-225155-MA,M,25290,SALTILLO,COAHUILA DE ZARAGOZA,X7588,1758,9932.0,C,1758,SUC. LOURDES,9932,D DIV RB NORTE,8210,N10 - SALTILLO,25.4478493,-100.9665074
1-292003-BQ,F,74460,IZUCAR DE MATAMOROS,PUEBLA,W3195,319,9933.0,S,319,SUC. IZUCAR MATAMOROS,9933,D DIV RB  SUR,5218,S01 - PUEBLA,18.5997923,-98.4540409
1-176126-FP,M,14260,TLALPAN,CIUDAD DE MEXICO,V0057,29,4831.0,C,29,SUC. HUIPULCO,4831,D DIV RB METRO SUR,5214,MS05 - PEDREGAL,19.2828415,-99.1902703
1-169448-UT,F,36020,GUANAJUATO,GUANAJUATO,W2804,280,9931.0,S,280,SUC. GUANAJUATO,9931,D DIV RB CENTRO,6609,C04 - GUANAJUATO,21.0282345,-101.2604021
1-762073-XV,M,81090,GUASAVE,SINALOA,W1158,115,6150.0,C,115,SUC. SAN FELIPE,6150,D DIV RB OCCIDENTE,6056,O02 - GUADALAJARA,25.5536905,-108.4561169
1-139078-NP,F,53398,NAUCALPAN DE JUAREZ,MEXICO,V0032,21,9934.0,S,21,SUC. NAUCALPAN,9934,D DIV RB METRO NORTE,5205,MN04 - SATELITE,19.4557695,-99.2226278
1-195087-VB,F,88179,NUEVO LAREDO,TAMAULIPAS,W2682,268,9932.0,V,268,SUC. ADUANA,9932,D DIV RB NORTE,8712,N08 - NUEVO LAREDO,27.514305,-99.558891
1-744453-TX,F,44160,GUADALAJARA,JALISCO,Z8048,3804,6150.0,S,3804,SUC. ANDARES,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA,20.6738107,-103.3629446
1-603484-MT,M,97305,MERIDA,YUCATAN,V0119,374,9610.0,C,374,SUC.MONTEJO,9610,D DIV RB PENINSULAR,9217,P01 - MERIDA,21.0393627,-89.5932663
1-506789-IB,M,48760,TONAYA,JALISCO,W1671,167,6150.0,C,167,SUC. TONAYA,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.7834143,-103.9679376
1-976323-QG,M,78153,SAN LUIS POTOSI,SAN LUIS POTOSI,V0316,470,9931.0,C,470,SUC. PLAZA SAN XAVIER,9931,D DIV RB CENTRO,6210,C05 - S.L.P,22.1570813,-101.008686
1-773269-PP,M,22000,TIJUANA,BAJA CALIFORNIA,X1893,1189,6777.0,V,1189,SUC. CENTENARIO,6777,D DIV  RB NOROESTE,7402,NO01 - TIJUANA,32.5350129,-117.0426159
1-646835-HH,M,27260,TORREON,COAHUILA DE ZARAGOZA,W2253,225,9932.0,C,225,SUC. CENTRO EJECUTIVO TORREON,9932,D DIV RB NORTE,8727,N09 - TORREON,25.5307926,-103.4000108
1-310565-IR,F,4930,COYOACAN,CIUDAD DE MEXICO,V0383,574,9934.0,S,574,SUC. PLAZA LA MORENA,9934,D DIV RB METRO NORTE,5209,MN09 - ECATEPEC,19.3086013,-99.1130856
1-902414-M\,F,40884,JOSE AZUETA,GUERRERO,W7252,725,9933.0,S,725,SUC. IXTAPA,9933,D DIV RB  SUR,5225,S08 - GUERRERO,17.6580667,-101.579211
1-330879-LR,M,52978,ATIZAPAN DE ZARAGOZA,MEXICO,W0537,53,9934.0,C,53,SUC. ATIZAPAN,9934,D DIV RB METRO NORTE,5238,MN07 - CUAUTITLAN,19.5507845,-99.2393938
1-659259-NO,M,97229,MERIDA,YUCATAN,V0479,895,9610.0,S,895,SUC. PLAZA DORADA,9610,D DIV RB PENINSULAR,9217,P01 - MERIDA,20.991921,-89.6528806
1-395176-HZ,F,44220,GUADALAJARA,JALISCO,W1084,108,6150.0,S,108,SUC. JESUS,6150,D DIV RB OCCIDENTE,6135,O01 - GUADALAJARA,20.7122501,-103.3471993
1-598529-IU,F,94500,CORDOBA,VERACRUZ DE IGNACIO DE LA LLAVE,W3412,341,9933.0,C,341,SUC. CORDOBA,9933,D DIV RB  SUR,8471,S04 - XALAPA,18.89189,-96.9325443
1-626514-JQ,M,27980,PARRAS,COAHUILA DE ZARAGOZA,W1851,185,9932.0,C,185,SUC. PARRAS,9932,D DIV RB NORTE,8727,N09 - TORREON,25.4435445,-102.177447
1-413323-VR,M,35697,EL ORO,DURANGO,W2331,233,9932.0,C,233,SUC. STA. MA. ORO,9932,D DIV RB NORTE,7903,N11 - DURANGO,25.957172,-105.3695721
1-881933-LH,M,1090,ALVARO OBREGON,CIUDAD DE MEXICO,X1572,1157,4831.0,S,1157,SUC. TIZAPAN SAN ANGEL,4831,D DIV RB METRO SUR,5230,MS01 - ALTAVISTA,19.3401773,-99.1925474
1-902093-BC,M,32340,JUAREZ,CHIHUAHUA,W2068,206,6777.0,C,206,SUC. 5 MAYO,6777,D DIV  RB NOROESTE,7815,NO12 - CD JUAREZ,31.7304107,-106.4359274
1-338643-[T,M,9630,IZTAPALAPA,CIUDAD DE MEXICO,W0128,12,4831.0,C,12,SUC. DOCTORES,4831,D DIV RB METRO SUR,5202,MS02 - CENTRO,19.3432858,-98.9897103
1-720908-TF,F,86350,COMALCALCO,TABASCO,W3494,349,9610.0,C,349,SUC. COMALCALCO,9610,D DIV RB PENINSULAR,9000,P02 - TABASCO,18.2583145,-93.2215178
1-145925-[H,M,2430,AZCAPOTZALCO,CIUDAD DE MEXICO,W0504,50,9934.0,C,50,SUC. AZCAPOTZALCO,9934,D DIV RB METRO NORTE,5206,MN06 - LINDAVISTA,19.4962233,-99.2021805
1-520018-EN,M,97100,MERIDA,YUCATAN,W3762,376,9610.0,C,376,SUC.ITZIMNA,9610,D DIV RB PENINSULAR,9217,P01 - MERIDA,20.9927273,-89.6043983
1-450893-GF,M,20280,AGUASCALIENTES,AGUASCALIENTES,W7051,705,9931.0,C,705,SUC. DEL VALLE,9931,D DIV RB CENTRO,6205,C02 - AGS ZAC,21.8515375,-102.2924875
1-487447-ZG,M,45730,VILLA CORONA,JALISCO,W1832,183,6150.0,C,183,SUC. VILLA CORONA,6150,D DIV RB OCCIDENTE,6053,O05 - ALTOS JALISCO,20.4136105,-103.6647475
1-119323-PZ,M,39350,ACAPULCO DE JUAREZ,GUERRERO,S9941,6994,9934.0,C,6994,SUC. SEGMENTOS REFORMA,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,16.8657313,-99.8962236
1-987406-EB,M,54716,CUAUTITLAN IZCALLI,MEXICO,W0485,48,9934.0,C,48,SUC. CUAUTITLAN,9934,D DIV RB METRO NORTE,5238,MN07 - CUAUTITLAN,19.7014096,-99.2076698
1-562080-HY,F,64610,MONTERREY,NUEVO LEON,V5006,454,9932.0,C,454,SUC. CUMBRES PONIENTE,9932,D DIV RB NORTE,8003,N02 - MONTERREY 2,25.7085402,-100.3759488
1-968780-AF,M,45260,IXTLAHUACAN DEL RIO,JALISCO,V0661,176,6150.0,C,176,SUC. IXTLAHUACAN,6150,D DIV RB OCCIDENTE,6053,O05 - ALTOS JALISCO,20.863251,-103.239534
1-752062-LM,M,45600,TLAQUEPAQUE,JALISCO,W1009,100,6150.0,C,100,SUC. OFICINA CENTRAL GUADALAJA,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA,20.5521082,-103.4423297
1-549513-YH,M,44190,GUADALAJARA,JALISCO,W1173,117,6150.0,C,117,SUC. TOLSA,6150,D DIV RB OCCIDENTE,6056,O02 - GUADALAJARA,20.6639871,-103.3590477
1-707017-GM,M,10300,LA MAGDALENA CONTRERAS,CIUDAD DE MEXICO,V0020,44,4831.0,C,44,SUC. INSURGENTES NAPOLES,4831,D DIV RB METRO SUR,5231,MS03 - FELIX CUEVAS,19.3133046,-99.2572685
1-952695-ZW,M,22880,ENSENADA,BAJA CALIFORNIA,W1372,137,6777.0,S,137,SUC. ENSENADA CENTRO,6777,D DIV  RB NOROESTE,7489,NO02 - PACIFICO NORTE,31.8557433,-116.6051001
1-229357-FK,M,1840,ALVARO OBREGON,CIUDAD DE MEXICO,V0643,28,4831.0,C,28,SUC. SAN ANGEL,4831,D DIV RB METRO SUR,5212,MS08 - COYOACAN,19.330926,-99.2480236
1-639607-JJ,M,49000,ZAPOTLAN EL GRANDE,JALISCO,V0407,153,6150.0,D,153,SUC. CD. GUZMAN,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.7041501,-103.4610006
1-314348-XF,F,45260,IXTLAHUACAN DEL RIO,JALISCO,W1764,176,6150.0,C,176,SUC. IXTLAHUACAN,6150,D DIV RB OCCIDENTE,6053,O05 - ALTOS JALISCO,20.863251,-103.239534
1-157019-V[,M,45260,IXTLAHUACAN DEL RIO,JALISCO,W1764,176,6150.0,S,176,SUC. IXTLAHUACAN,6150,D DIV RB OCCIDENTE,6053,O05 - ALTOS JALISCO,20.863251,-103.239534
1-415959-QB,M,44950,GUADALAJARA,JALISCO,W1182,118,6150.0,C,118,SUC. PZA. DEL SOL,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA,20.6398428,-103.3858139
1-522690-DM,F,44180,GUADALAJARA,JALISCO,Z8098,3809,6150.0,S,3809,SUC. SANTA ANITA (JAL),6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA,20.66729,-103.3533137
1-756197-UL,F,54080,TLALNEPANTLA,MEXICO,W0584,58,9934.0,C,58,SUC. GUSTAVO BAZ,9934,D DIV RB METRO NORTE,5205,MN04 - SATELITE,19.5129854,-99.2189134
1-448931-EH,M,91190,XALAPA,VERACRUZ DE IGNACIO DE LA LLAVE,V0047,1134,9933.0,C,1134,SUC. TORRE HAKIM,9933,D DIV RB  SUR,8471,S04 - XALAPA,19.5307707,-96.8876629
1-889602-SW,F,48050,AYUTLA,JALISCO,W1701,170,6150.0,S,170,SUC. AYUTLA,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,20.1289607,-104.3468293
1-780959-PW,M,84065,NOGALES,SONORA,V0474,178,6777.0,C,178,SUC. PALMA NOGALES,6777,D DIV  RB NOROESTE,7075,NO06 - NOGALES,31.3063311,-110.9489879
1-785360-YE,M,45100,ZAPOPAN,JALISCO,W1009,100,6150.0,C,100,SUC. OFICINA CENTRAL GUADALAJA,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA,20.72238,-103.3918451
1-528083-Z[,M,49055,ZAPOTLAN EL GRANDE,JALISCO,W1539,153,6150.0,C,153,SUC. CD. GUZMAN,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.7150541,-103.4794071
1-549037-FP,F,52783,HUIXQUILUCAN,MEXICO,V0361,543,9934.0,S,543,SUC. HERRADURA,9934,D DIV RB METRO NORTE,5235,MN03 - SANTA FE,19.4247925,-99.2625081
1-886290-JX,M,16010,XOCHIMILCO,CIUDAD DE MEXICO,W0994,99,9934.0,S,99,SUC. TORRE HSBC,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.2715002,-99.1248427
1-675408-[T,M,14200,TLALPAN,CIUDAD DE MEXICO,W5632,563,4831.0,C,563,SUC. PLAZA SUR,4831,D DIV RB METRO SUR,5214,MS05 - PEDREGAL,19.2834184,-99.2219915
1-943604-FP,F,61509,ZITACUARO,MICHOACAN DE OCAMPO,W2982,298,9934.0,S,298,SUC. ZITACUARO,9934,D DIV RB METRO NORTE,5207,MN01 - TOLUCA,19.4343887,-100.3363813
1-501891-FJ,F,62746,CUAUTLA,MORELOS,V0109,86,4831.0,S,86,SUC. CUERNAVACA LA SELVA,4831,D DIV RB METRO SUR,5814,MS06 - MORELOS,18.8250531,-98.9345611
1-138116-BB,M,62584,TEMIXCO,MORELOS,V0001,86,4831.0,C,86,SUC. CUERNAVACA LA SELVA,4831,D DIV RB METRO SUR,5814,MS06 - MORELOS,18.85237,-99.2210017
1-199364-PC,F,72570,PUEBLA,PUEBLA,V5080,316,9933.0,C,316,SUC. SAN MANUEL,9933,D DIV RB  SUR,5223,S02 - PUEBLA,19.008832,-98.1929188
1-197585-MN,M,45080,ZAPOPAN,JALISCO,V0261,305,6150.0,S,305,SUC. LAS AGUILAS,6150,D DIV RB OCCIDENTE,6135,O01 - GUADALAJARA,20.6281293,-103.4146581
1-203854-[K,M,48708,EL LIMON,JALISCO,W1614,161,6150.0,C,161,SUC. EL GRULLO,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.8913869,-104.04
1-313597-LS,F,22180,TIJUANA,BAJA CALIFORNIA,W1343,134,6777.0,C,134,SUC. JAUJA,6777,D DIV  RB NOROESTE,7402,NO01 - TIJUANA,32.4755881,-116.9542016
1-140599-JI,F,3400,BENITO JUAREZ,CIUDAD DE MEXICO,W0294,29,4831.0,S,29,SUC. HUIPULCO,4831,D DIV RB METRO SUR,5214,MS05 - PEDREGAL,19.4003876,-99.141001
1-487550-Y[,M,29250,SN CRISTOBAL DE LAS CASA,CHIAPAS,V0718,367,9610.0,C,367,SUC.SN.CRISTOBAL,9610,D DIV RB PENINSULAR,9105,P03 - CHIAPAS,16.7310367,-92.6401422
1-255067-CQ,M,91634,EMILIANO ZAPATA,VERACRUZ DE IGNACIO DE LA LLAVE,V0593,3031,9933.0,C,3031,SUC. LAS ANIMAS,9933,D DIV RB  SUR,8471,S04 - XALAPA,19.3555081,-96.5642344
1-286574-CH,F,49700,SAN GABRIEL,JALISCO,W1662,166,6150.0,S,166,SUC. SAN GABRIEL,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.747949,-103.7591639
1-373453-CV,F,45495,CUQUIO,JALISCO,W1764,176,6150.0,C,176,SUC. IXTLAHUACAN,6150,D DIV RB OCCIDENTE,6053,O05 - ALTOS JALISCO,20.9358333,-103.116
1-253802-C\,F,48760,TONAYA,JALISCO,W1673,167,6150.0,C,167,SUC. TONAYA,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.7834143,-103.9679376
1-629576-Q\,F,97345,CONKAL,YUCATAN,Z0604,3060,9610.0,S,3060,SUC. CAMPESTRE,9610,D DIV RB PENINSULAR,9217,P01 - MERIDA,21.0742613,-89.5194556
1-962817-GT,M,97000,MERIDA,YUCATAN,V5052,374,9610.0,C,374,SUC.MONTEJO,9610,D DIV RB PENINSULAR,9217,P01 - MERIDA,20.9688726,-89.6234251
1-855831-J\,M,50130,TOLUCA,MEXICO,W0842,84,9934.0,C,84,SUC. TOLUCA VILLADA,9934,D DIV RB METRO NORTE,5207,MN01 - TOLUCA,19.2860874,-99.6563514
1-344158-WB,M,50640,SAN FELIPE DEL PROGRESO,MEXICO,V0234,2,9934.0,C,2,SUC. PLAZA DORADA,9934,D DIV RB METRO NORTE,5209,MN09 - ECATEPEC,19.7105472,-99.9478865
1-545569-PB,M,3600,BENITO JUAREZ,CIUDAD DE MEXICO,W0238,23,9934.0,C,23,SUC. LOMAS,9934,D DIV RB METRO NORTE,5235,MN03 - SANTA FE,19.3819243,-99.1538184
1-132459-QH,M,11370,MIGUEL HIDALGO,CIUDAD DE MEXICO,S9945,6994,9934.0,C,6994,SUC. SEGMENTOS REFORMA,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.4399851,-99.1682798
1-531542-WQ,M,97130,MERIDA,YUCATAN,W6551,655,9610.0,D,655,SUC. PLAZA FIESTA,9610,D DIV RB PENINSULAR,9217,P01 - MERIDA,21.0258867,-89.5746869
1-372498-XH,M,53100,NAUCALPAN DE JUAREZ,MEXICO,V0524,53,9934.0,C,53,SUC. ATIZAPAN,9934,D DIV RB METRO NORTE,5238,MN07 - CUAUTITLAN,19.5096466,-99.2388896
1-852542-RT,F,49600,ZAPOTILTIC,JALISCO,W1578,157,6150.0,C,157,SUC. ZAPOTILTIC,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.6302845,-103.4234268
1-260991-E[,F,20924,JESUS MARIA,AGUASCALIENTES,V0436,710,9931.0,C,710,SUC. COLOSIO,9931,D DIV RB CENTRO,6205,C02 - AGS ZAC,21.9596695,-102.337297
1-961042-ME,M,75113,ACAJETE,PUEBLA,V0339,462,9933.0,C,462,SUC. TEPEACA,9933,D DIV RB  SUR,5223,S02 - PUEBLA,19.0897561,-97.9559432
1-888433-WB,F,1420,ALVARO OBREGON,CIUDAD DE MEXICO,W0995,99,9934.0,S,99,SUC. TORRE HSBC,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.3796745,-99.1927594
1-656999-CQ,F,56530,IXTAPALUCA,MEXICO,W3662,366,9610.0,C,366,SUC.URBANA BOULEVARD,9610,D DIV RB PENINSULAR,9105,P03 - CHIAPAS,19.3153104,-98.8817268
1-632505-QO,M,45133,ZAPOPAN,JALISCO,W1082,108,6150.0,C,108,SUC. JESUS,6150,D DIV RB OCCIDENTE,6135,O01 - GUADALAJARA,20.7620184,-103.3881363
1-436624-QQ,M,62740,CUAUTLA,MORELOS,W0888,88,4831.0,S,88,SUC. CUAUTLA,4831,D DIV RB METRO SUR,5814,MS06 - MORELOS,18.8122143,-98.9556043
1-636280-VT,M,14200,TLALPAN,CIUDAD DE MEXICO,V1003,606,4831.0,C,606,SUC. GRANJAS SAN ANTONIO,4831,D DIV RB METRO SUR,5213,MS09 - IZTAPALAPA,19.2834184,-99.2219915
1-494270-SH,M,78038,SAN LUIS POTOSI,SAN LUIS POTOSI,W2886,288,9931.0,C,288,SUC. CENTRO SLP,9931,D DIV RB CENTRO,6210,C05 - S.L.P,22.1684713,-100.9769436
1-201849-MI,F,21600,MEXICALI,BAJA CALIFORNIA,W0015,1,4831.0,E,1,SUC. JUAREZ.,4831,D DIV RB METRO SUR,5202,MS02 - CENTRO,32.6461599,-115.3489592
1-579256-OL,F,32030,JUAREZ,CHIHUAHUA,W2068,206,6777.0,S,206,SUC. 5 MAYO,6777,D DIV  RB NOROESTE,7815,NO12 - CD JUAREZ,31.7380019,-106.4654457
1-688121-R\,F,35080,GOMEZ PALACIO,DURANGO,W2302,230,9932.0,S,230,SUC. GOMEZ PALACIO,9932,D DIV RB NORTE,8727,N09 - TORREON,25.5541014,-103.5031048
1-489952-GD,M,97130,MERIDA,YUCATAN,W3748,374,9610.0,C,374,SUC.MONTEJO,9610,D DIV RB PENINSULAR,9217,P01 - MERIDA,21.0258867,-89.5746869
1-860622-N[,M,45500,TLAQUEPAQUE,JALISCO,W1198,119,6150.0,S,119,SUC. TLAQUEPAQUE,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA,20.6383947,-103.3105316
1-543536-YE,M,45030,ZAPOPAN,JALISCO,V0421,118,6150.0,C,118,SUC. PZA. DEL SOL,6150,D DIV RB OCCIDENTE,6049,O03 - GUADALAJARA,20.6562766,-103.4299342
1-416640-WI,F,28530,CUAUHTEMOC,COLIMA,W1722,172,6150.0,C,172,SUC. COLIMA CENTRO,6150,D DIV RB OCCIDENTE,6044,O06 - COLIMA,19.3385633,-103.6738636
1-905829-NT,F,4480,COYOACAN,CIUDAD DE MEXICO,W0015,1,4831.0,S,1,SUC. JUAREZ.,4831,D DIV RB METRO SUR,5202,MS02 - CENTRO,19.3265988,-99.1223431
1-784822-DQ,M,4500,COYOACAN,CIUDAD DE MEXICO,W0265,26,4831.0,V,26,SUC. GUARDIOLA,4831,D DIV RB METRO SUR,5202,MS02 - CENTRO,19.3104194,-99.1957581
1-247519-Y[,M,52765,HUIXQUILUCAN,MEXICO,V0054,26,4831.0,D,26,SUC. GUARDIOLA,4831,D DIV RB METRO SUR,5202,MS02 - CENTRO,19.3870494,-99.2840026
1-721534-KZ,M,59800,JACONA,MICHOACAN DE OCAMPO,W2923,292,6150.0,C,292,SUC. ZAMORA,6150,D DIV RB OCCIDENTE,6526,O07 - MORELIA,19.9554965,-102.306323
1-991700-RV,M,45080,ZAPOPAN,JALISCO,W3051,305,6150.0,C,305,SUC. LAS AGUILAS,6150,D DIV RB OCCIDENTE,6135,O01 - GUADALAJARA,20.6281293,-103.4146581
1-230100-KI,M,72420,PUEBLA,PUEBLA,X1083,1108,9933.0,C,1108,SUC. HUEXOTITLA,9933,D DIV RB  SUR,5223,S02 - PUEBLA,19.0301911,-98.2106838
1-277957-VZ,F,7990,GUSTAVO A MADERO,CIUDAD DE MEXICO,W0035,3,4831.0,C,3,SUC. MERCED,4831,D DIV RB METRO SUR,5202,MS02 - CENTRO,19.4526634,-99.0566384
1-929061-LE,F,72410,PUEBLA,PUEBLA,W7854,785,9933.0,V,785,SUC. AMALUCAN,9933,D DIV RB  SUR,5223,S02 - PUEBLA,19.0379141,-98.215767
1-406452-FW,M,3800,BENITO JUAREZ,CIUDAD DE MEXICO,V5036,499,4831.0,C,499,SUC. PERITLALPAN,4831,D DIV RB METRO SUR,5214,MS05 - PEDREGAL,19.391639,-99.183972
1-365570-TD,F,4800,COYOACAN,CIUDAD DE MEXICO,W0994,99,9934.0,S,99,SUC. TORRE HSBC,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.3186262,-99.1242901
1-126212-AD,F,62239,CUERNAVACA,MORELOS,W0865,86,4831.0,S,86,SUC. CUERNAVACA LA SELVA,4831,D DIV RB METRO SUR,5814,MS06 - MORELOS,18.9479381,-99.2322873
1-872958-NH,M,16720,XOCHIMILCO,CIUDAD DE MEXICO,W0404,40,9934.0,C,40,SUC. LINDAVISTA,9934,D DIV RB METRO NORTE,5206,MN06 - LINDAVISTA,19.2506994,-99.0288837
1-698275-AE,F,82120,MAZATLAN,SINALOA,W2033,203,6777.0,S,203,SUC. CENTRO MAZATLAN,6777,D DIV  RB NOROESTE,7218,NO08 - SINALOA NORTE,23.2445495,-106.4262632
1-256145-QP,F,1010,ALVARO OBREGON,CIUDAD DE MEXICO,W0071,7,9934.0,C,7,SUC. PARQUES POLANCO,9934,D DIV RB METRO NORTE,9764,MN02 - REFORMA,19.3590339,-99.1960849
1-404985-FM,F,1780,ALVARO OBREGON,CIUDAD DE MEXICO,W4944,494,9934.0,S,494,SUC.CTRO.COMERCIAL SANTACRUZ,9934,D DIV RB METRO NORTE,5205,MN04 - SATELITE,19.3419351,-99.2207479
